DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_063_22_00_2019_064_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70015 79251184000  70025 43281184000
INIREV 48261
OBSINF SLR n = 67
OBSINF GPC n = 11251
OBSINF GPP n = 11251
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 13 11 13 mm, 33 21 26 mu/s
QUALCO RMS_Obs_Laser            = 33 mm; n = 67,  elim = 0
QUALCO RMS_Obs_GPScode          = 447 mm; n = 10696, elim = 555
QUALCO RMS_Obs_GPSphase         = 6 mm; n = 10696, elim = 555
TFRAME TT
TT-UTC 69184 ms
RFRAME CTS
MRELAT  Post Newt. IERS-2003
MNUTAT  IAU200OA compl.+off.
MPOTER  COMB-Projekt D1 + CH
MPOLUN  FERRARI77
METID   IERS-Conv. (1996)
MOTID   EOT11a, Load Love Nu
MATMOS  DTM 94bis
MALBED  No Albedo
MEPHEM  DE200/LE200
COMENT The ORBIT line marks end of the header and start of the trajectory records
COMENT The trajectory records end at the end of file
ORBIT
 7001581831184000 -2438227789  6261456820  1512054271  7931149120 20972813859-73562502887      0      0  -3000    0 WD 
 7001581861184000 -2412972202  6320883717  1290574010  8902665283 18640814166-74077438150      0      0  -3000    0 WD 
 7001581891184000 -2384831844  6373277222  1067671312  9854135804 16284332966-74510706756      0      0  -3000    0 WD 
 7001581921184000 -2353868586  6418567932   843591913 10784409325 13906069648-74861834935      0      0  -3000    0 WD 
 7001581951184000 -2320147702  6456694585   618582827 11692370188 11508752425-75130442201      0      0  -3000    0 WD 
 7001581981184000 -2283737758  6487604145   392892071 12576939457  9095135204-75316241045      0      0  -3000    0 WD 
 7001582011184000 -2244710499  6511251873   166768386 13437076108  6667995313-75419037542      0      0  -3000    0 LD 
 7001582041184000 -2203140737  6527601392   -59539050 14271778400  4230130641-75438732607      0      0  -3000    0 WD 
 7001582071184000 -2159106225  6536624746  -285780902 15080085321  1784355391-75375323261      0      0  -3000    0 WD 
 7001582101184000 -2112687541  6538302439  -511707974 15861077662  -666504609-75228902282      0      0  -3000    0 WD 
 7001582131184000 -2063967952  6532623468  -737071489 16613878847 -3119614471-74999657546      0      0  -3000    0 LD 
 7001582161184000 -2013033292  6519585344  -961623378 17337657681 -5572132733-74687874857      0      0  -3000    0 WD 
 7001582191184000 -1959971812  6499194101 -1185116581 18031632040 -8021221648-74293938274      0      0  -3000    0 WD 
 7001582221184000 -1904874041  6471464271 -1407305324 18695066621-10464053660-73818320988      0      0  -3000    0 WD 
 7001582251184000 -1847832645  6436418859 -1627945384 19327270562-12897806514-73261583630      0      0  -3000    0 WD 
 7001582281184000 -1788942292  6394089326 -1846794357 19927601112-15319665988-72624379913      0      0  -3000    0 WD 
 7001582311184000 -1728299506  6344515555 -2063611938 20495465534-17726834023-71907454005      0      0  -3000    0 WD 
 7001582341184000 -1666002510  6287745794 -2278160186 21030320260-20116531011-71111636398      0      0  -3000    0 WD 
 7001582371184000 -1602151090  6223836601 -2490203778 21531670699-22485996738-70237843131      0      0  -3000    0 WD 
 7001582401184000 -1536846437  6152852784 -2699510269 21999071713-24832492938-69287076172      0      0  -3000    0 WD 
 7001582431184000 -1470191006  6074867326 -2905850346 22432128261-27153307501-68260423096      0      0  -3000    0 WD 
 7001582461184000 -1402288359  5989961303 -3108998090 22830495597-29445758684-67159055278      0      0  -3000    0 WD 
 7001582491184000 -1333243018  5898223787 -3308731214 23193879213-31707198218-65984226114      0      0  -3000    0 WD 
 7001582521184000 -1263160313  5799751738 -3504831316 23522035194-33935014776-64737269601      0      0  -3000    0 WD 
 7001582551184000 -1192146229  5694649893 -3697084114 23814770388-36126637817-63419597978      0      0  -3000    0 WD 
 7001582581184000 -1120307256  5583030633 -3885279674 24071942077-38279540565-62032698811      0      0  -3000    0 WD 
 7001582611184000 -1047750234  5465013853 -4069212637 24293457648-40391241718-60578132514      0      0  -3000    0 WD 
 7001582641184000  -974582210  5340726820 -4248682432 24479274601-42459307178-59057530931      0      0  -2000    0 WD 
 7001582671184000  -900910280  5210304031 -4423493487 24629400437-44481352911-57472596037      0      0  -2000    0 WD 
 7001582701184000  -826841443  5073887055 -4593455443 24743892192-46455048006-55825097967      0      0  -2000    0 WD 
 7001582731184000  -752482456  4931624371 -4758383346 24822855972-48378117379-54116872856      0      0  -2000    0 WD 
 7001582761184000  -677939682  4783671195 -4918097851 24866446520-50248344312-52349820620      0      0  -2000    0 WD 
 7001582791184000  -603318949  4630189306 -5072425402 24874866810-52063572876-50525902750      0      0  -2000    0 WD 
 7001582821184000  -528725402  4471346851 -5221198420 24848367610-53821710491-48647140060      0      0  -2000    0 WD 
 7001582851184000  -454263366  4307318162 -5364255473 24787246817-55520730512-46715610022      0      0  -2000    0 WD 
 7001582881184000  -380036200  4138283547 -5501441443 24691848589-57158674365-44733443967      0      0  -2000    0 WD 
 7001582911184000  -306146164  3964429083 -5632607682 24562562517-58733653436-42702824518      0      0  -2000    0 WD 
 7001582941184000  -232694280  3785946410 -5757612166 24399822775-60243850947-40625983086      0      0  -2000    0 WD 
 7001582971184000  -159780205  3603032505 -5876319635 24204107158-61687523839-38505197405      0      0  -2000    0 WD 
 7001583001184000   -87502094  3415889461 -5988601726 23975936015-63063004920-36342788696      0      0  -1000    0 WD 
 7001583031184000   -15956484  3224724260 -6094337104 23715870738-64368704369-34141118099      0      0  -1000    0 WD 
 7001583061184000    54761836  3029748532 -6193411570 23424512450-65603109961-31902584086      0      0  -1000    0 WD 
 7001583091184000   124559937  2831178330 -6285718178 23102501617-66764787903-29629620996      0      0  -1000    0 WD 
 7001583121184000   193346871  2629233889 -6371157334 22750517340-67852384224-27324696848      0      0  -1000    0 LD 
 7001583151184000   261033783  2424139382 -6449636897 22369276092-68864625726-24990311396      0      0  -1000    0 LD 
 7001583181184000   327534022  2216122682 -6521072270 21959530518-69800321921-22628994707      0      0  -1000    0 LD 
 7001583211184000   392763248  2005415104 -6585386491 21522068147-70658367939-20243304379      0      0  -1000    0 LD 
 7001583241184000   456639534  1792251145 -6642510303 21057710179-71437746412-17835821068      0      0  -1000    0 LD 
 7001583271184000   519083466  1576868226 -6692382223 20567310056-72137527470-15409143951      0      0      0    0 LD 
 7001583301184000   580018235  1359506425 -6734948588 20051751515-72756867019-12965888287      0      0      0    0 LD 
 7001583331184000   639369729  1140408227 -6770163606 19511947580-73295006441-10508686165      0      0      0    0 LD 
 7001583361184000   697066616   919818259 -6797989406 18948840306-73751276027 -8040185631      0      0      0    0 LD 
 7001583391184000   753040436   697983022 -6818396080 18363399018-74125097512 -5563046078      0      0      0    0 LD 
 7001583421184000   807225670   475150612 -6831361710 17756617948-74415983813 -3079934495      0      0      0    0 LD 
 7001583451184000   859559821   251570453 -6836872387 17129514906-74623539310  -593522941      0      0      0    0 LD 
 7001583481184000   909983477    27493014 -6834922221 16483130036-74747460061  1893515305      0      0      0    0 LA 
 7001583511184000   958440379  -196830456 -6825513340 15818524357-74787532111  4378508425      0      0      0    0 LA 
 7001583541184000  1004877482  -421148203 -6808655886 15136778835-74743631376  6858786193      0      0      0    0 LA 
 7001583571184000  1049245011  -645208237 -6784368005 14438992920-74615726055  9331682168      0      0      0    0 LA 
 7001583601184000  1091496515  -868758612 -6752675834 13726282263-74403876914 11794537935      0      0      0    0 WA 
 7001583631184000  1131588910 -1091547703 -6713613466 12999777041-74108235714 14244705460      0      0      0    0 WA 
 7001583661184000  1169482525 -1313324474 -6667222926 12260620740-73729044965 16679548150      0      0      0    0 WA 
 7001583691184000  1205141139 -1533838754 -6613554126 11509969069-73266638410 19096442747      0      0      0    0 WA 
 7001583721184000  1238532011 -1752841511 -6552664826 10748989274-72721441599 21492781763      0      0      0    0 WA 
 7001583751184000  1269625923 -1970085128 -6484620580  9978858902-72093972422 23865977019      0      0   1000    0 WA 
 7001583781184000  1298397200 -2185323679 -6409494674  9200763539-71384840186 26213462869      0      0   1000    0 WA 
 7001583811184000  1324823731 -2398313203 -6327368055  8415894427-70594744862 28532697428      0      0   1000    0 LA 
 7001583841184000  1348886987 -2608811974 -6238329258  7625446580-69724477941 30821163883      0      0   1000    0 LA 
 7001583871184000  1370572029 -2816580781 -6142474329  6830617192-68774923872 33076373880      0      0   1000    0 WA 
