DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_066_22_00_2019_067_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70045 79251184000  70055 43281184000
INIREV 48306
OBSINF SLR n = 85
OBSINF GPC n = 11692
OBSINF GPP n = 11692
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 93 103 63 mm, 231 243 172 mu/s
QUALCO RMS_Obs_Laser            = 31 mm; n = 85,  elim = 0
QUALCO RMS_Obs_GPScode          = 460 mm; n = 11107, elim = 585
QUALCO RMS_Obs_GPSphase         = 6 mm; n = 11107, elim = 585
TFRAME TT
TT-UTC 69184 ms
RFRAME CTS
MRELAT  Post Newt. IERS-2003
MNUTAT  IAU200OA compl.+off.
MPOTER  COMB-Projekt D1 + CH
MPOLUN  FERRARI77
METID   IERS-Conv. (1996)
MOTID   EOT11a, Load Love Nu
MATMOS  DTM 94bis
MALBED  No Albedo
MEPHEM  DE200/LE200
COMENT The ORBIT line marks end of the header and start of the trajectory records
 7005518651184000 -5787446589  -831861456  3633191967 37135550644 21375983061 63834120175      0      0   3000    0 WA 
 7005518681184000 -5672753291  -767538568  3822657078 39319744730 21500435488 62464367383      0      0   3000    0 WA 
 7005518711184000 -5551570807  -702891850  4007909428 41461254870 21591881920 61025873636      0      0   3000    0 WA 
 7005518741184000 -5424030940  -638020191  4188745179 43557588432 21650415364 59520241663      0      0   3000    0 WA 
 7005518771184000 -5290272895  -573022132  4364965414 45606304656 21676176296 57949147982      0      0   2000    0 WA 
 7005518801184000 -5150443117  -507995720  4536376351 47605017927 21669352515 56314340812      0      0   2000    0 WA 
 7005518831184000 -5004695120  -443038369  4702789560 49551400503 21630178452 54617637377      0      0   2000    0 WA 
 7005518861184000 -4853189315  -378246721  4864022161 51443184405 21558934314 52860921630      0      0   2000    0 WA 
 7005518891184000 -4696092821  -313716509  5019897025 53278163228 21455945406 51046142870      0      0   2000    0 WA 
 7005518921184000 -4533579285  -249542425  5170242967 55054194940 21321581762 49175315343      0      0   2000    0 WA 
 7005518951184000 -4365828672  -185817981  5314894943 56769208131 21156257719 47250516223      0      0   2000    0 WA 
 7005518981184000 -4193027055  -122635383  5453694224 58421205069 20960430374 45273878000      0      0   2000    0 WA 
 7005519011184000 -4015366388   -60085405  5586488556 60008258306 20734598182 43247586301      0      0   2000    0 WA 
 7005519041184000 -3833044305     1742740  5713132328 61528513958 20479300872 41173882267      0      0   2000    0 WA 
 7005519071184000 -3646263879    62761515  5833486728 62980197419 20195118849 39055057796      0      0   2000    0 WA 
 7005519101184000 -3455233390   122885186  5947419890 64361613871 19882671765 36893450567      0      0   1000    0 WA 
 7005519131184000 -3260166080   182029936  6054807028 65671148628 19542616931 34691441376      0      0   1000    0 WA 
 7005519161184000 -3061279917   240113972  6155530558 66907267371 19175647372 32451452974      0      0   1000    0 LA 
 7005519191184000 -2858797347   297057632  6249480230 68068518613 18782490616 30175949794      0      0   1000    0 LA 
 7005519221184000 -2652945041   352783489  6336553244 69153536996 18363908498 27867434656      0      0   1000    0 LA 
 7005519251184000 -2443953638   407216452  6416654362 70161044750 17920696482 25528444852      0      0   1000    0 LA 
 7005519281184000 -2232057475   460283865  6489696005 71089853269 17453682388 23161548679      0      0   1000    0 WA 
 7005519311184000 -2017494320   511915602  6555598342 71938863713 16963724899 20769341560      0      0   1000    0 WA 
 7005519341184000 -1800505103   562044158  6614289363 72707067017 16451712016 18354443524      0      0   1000    0 WA 
 7005519371184000 -1581333646   610604734  6665704954 73393544473 15918559444 15919497081      0      0      0    0 WA 
 7005519401184000 -1360226393   657535316  6709788960 73997468384 15365209128 13467165480      0      0      0    0 WA 
 7005519431184000 -1137432128   702776757  6746493244 74518103921 14792627978 11000130934      0      0      0    0 WA 
 7005519461184000  -913201700   746272843  6775777739 74954811214 14201806373  8521090729      0      0      0    0 WA 
 7005519491184000  -687787737   787970366  6797610490 75307045157 13593756575  6032752759      0      0      0    0 WA 
 7005519521184000  -461444357   827819186  6811967674 75574354314 12969511263  3537833426      0      0      0    0 WA 
 7005519551184000  -234426896   865772289  6818833633 75756381632 12330122133  1039056650      0      0      0    0 WA 
 7005519581184000    -6991614   901785844  6818200886 75852866095 11676658495 -1460848637      0      0      0    0 WD 
 7005519611184000   220604590   935819251  6810070143 75863643452 11010205972 -3959151989      0      0      0    0 WD 
 7005519641184000   448104469   967835191  6794450305 75788646361 10331865155 -6453124722      0      0      0    0 WD 
 7005519671184000   675250720   997799667  6771358449 75627904120  9642749840 -8940043157      0      0      0    0 WD 
 7005519701184000   901786271  1025682040  6740819816 75381542293  8943985084-11417191038      0      0      0    0 WD 
 7005519731184000  1127454573  1051455062  6702867780 75049783219  8236705356-13881861955      0      0      0    0 WD 
 7005519761184000  1351999889  1075094899  6657543815 74632946002  7522052744-16331362699      0      0      0    0 WD 
 7005519791184000  1575167583  1096581154  6604897453 74131445276  6801175834-18763015594      0      0      0    0 WD 
 7005519821184000  1796704404  1115896884  6544986230 73545791222  6075228381-21174160698      0      0      0    0 WD 
 7005519851184000  2016358779  1133028611  6477875636 72876589458  5345367211-23562158692      0      0  -1000    0 LD 
 7005519881184000  2233881091  1147966332  6403639043 72124540504  4612750537-25924392541      0      0  -1000    0 LD 
 7005519911184000  2449023969  1160703517  6322357638 71290441222  3878536697-28258270038      0      0  -1000    0 LD 
 7005519941184000  2661542578  1171237111  6234120343 70375184820  3143882469-30561229078      0      0  -1000    0 WD 
 7005519971184000  2871194904  1179567525  6139023712 69379757999  2409941013-32830741768      0      0  -1000    0 LD 
 7005520001184000  3077742030  1185698618  6037171832 68305238683  1677860253-35064316108      0      0  -1000    0 LD 
 7005520031184000  3280948409  1189637689  5928676209 67152795196   948781658-37259497829      0      0  -1000    0 WD 
 7005520061184000  3480582132  1191395444  5813655653 65923685195   223838639-39413872937      0      0  -1000    0 WD 
 7005520091184000  3676415196  1190985980  5692236151 64619254326  -495845209-41525069490      0      0  -1000    0 WD 
 7005520121184000  3868223768  1188426745  5564550744 63240936002 -1209157571-43590759545      0      0  -2000    0 LD 
 7005520151184000  4055788442  1183738506  5430739382 61790250254 -1914999178-45608662678      0      0  -2000    0 LD 
 7005520181184000  4238894503  1176945306  5290948787 60268801152 -2612285436-47576547656      0      0  -2000    0 LD 
 7005520211184000  4417332171  1168074418  5145332298 58678277171 -3299947578-49492233383      0      0  -2000    0 LD 
 7005520241184000  4590896862  1157156296  4994049715 57020451687 -3976934259-51353593427      0      0  -2000    0 LD 
 7005520271184000  4759389433  1144224521  4837267131 55297180526 -4642213422-53158561291      0      0  -2000    0 WD 
 7005520301184000  4922616430  1129315735  4675156744 53510397192 -5294774301-54905134281      0      0  -2000    0 LD 
 7005520331184000  5080390309  1112469582  4507896662 51662108953 -5933628315-56591372871      0      0  -2000    0 WD 
 7005520361184000  5232529659  1093728639  4335670719 49754397912 -6557809543-58215401230      0      0  -2000    0 WD 
 7005520391184000  5378859427  1073138340  4158668275 47789419279 -7166376380-59775412206      0      0  -2000    0 WD 
 7005520421184000  5519211129  1050746911  3977084002 45769397218 -7758412950-61269669446      0      0  -2000    0 LD 
 7005520451184000  5653423055  1026605282  3791117677 43696622833 -8333030737-62696509872      0      0  -3000    0 LD 
 7005520481184000  5781340466  1000767005  3600973949 41573450178 -8889371255-64054346453      0      0  -3000    0 LD 
 7005520511184000  5902815770   973288160  3406862116 39402292608 -9426607953-65341668591      0      0  -3000    0 LD 
 7005520541184000  6017708705   944227257  3208995888 37185620494 -9943946672-66557042919      0      0  -3000    0 LD 
 7005520571184000  6125886501   913645141  3007593164 34925958889-10440625730-67699114103      0      0  -3000    0 LD 
 7005520601184000  6227224046   881604892  2802875786 32625887043-10915915987-68766605366      0      0  -3000    0 LD 
 7005520631184000  6321604045   848171730  2595069309 30288038289-11369121783-69758322637      0      0  -3000    0 LD 
 7005520661184000  6408917180   813412907  2384402733 27915094856-11799583167-70673160316      0      0  -3000    0 LD 
 7005520691184000  6489062242   777397599  2171108245 25509780441-12206677827-71510102182      0      0  -3000    0 LD 
 7005520721184000  6561946252   740196792  1955420947 23074856726-12589821955-72268220246      0      0  -3000    0 LD 
 7005520751184000  6627484569   701883164  1737578590 20613120678-12948470705-72946675677      0      0  -3000    0 LD 
 7005520781184000  6685600991   662530970  1517821308 18127400707-13282118663-73544719167      0      0  -3000    0 LD 
 7005520811184000  6736227846   622215920  1296391350 15620554140-13590300529-74061690516      0      0  -3000    0 LD 
 7005520841184000  6779306073   581015059  1073532810 13095465772-13872591795-74497019557      0      0  -3000    0 LD 
 7005520871184000  6814785308   539006644   849491355 10555045812-14128609054-74850228724      0      0  -3000    0 LD 
 7005520901184000  6842623947   496270022   624513942  8002225234-14358010685-75120936757      0      0  -3000    0 WD 
 7005520931184000  6862789203   452885496   398848523  5439948083-14560498329-75308859721      0      0  -3000    0 WD 
 7005520961184000  6875257130   408934202   172743762  2871165881-14735817414-75413807824      0      0  -3000    0 WD 
 7005520991184000  6880012651   364497973   -53551248   298836585-14883756513-75435683031      0      0  -3000    0 WD 
 7005521021184000  6877049566   319659212  -279787256 -2274076321-15004147310-75374480407      0      0  -3000    0 WD 
 7005521051184000  6866370574   274500764  -505715140 -4844607952-15096864814-75230290572      0      0  -3000    0 WD 
 7005521081184000  6847987260   229105780  -731086195 -7409797974-15161827357-75003299829      0      0  -3000    0 WD 
 7005521111184000  6821920080   183557594  -955652415 -9966695081-15198996936-74693788463      0      0  -3000    0 WD 
 7005521141184000  6788198322   137939586 -1179166775-12512360154-15208379724-74302129584      0      0  -3000    0 WD 
 7005521171184000  6746860075    92335053 -1401383507-15043869602-15190026274-73828788373      0      0  -3000    0 WD 
 7005521201184000  6697952166    46827072 -1622058376-17558318511-15144031148-73274321189      0      0  -3000    0 WD 
 7005521231184000  6641530108     1498372 -1840948952-20052823687-15070532212-72639375066      0      0  -3000    0 WD 
 7005521261184000  6577658027   -43568797 -2057814882-22524527186-14969710173-71924687320      0      0  -3000    0 WD 
 7005521291184000  6506408577   -88292788 -2272418159-24970600207-14841788393-71131084638      0      0  -3000    0 WD 
 7005521321184000  6427862853  -132592692 -2484523387-27388246877-14687032637-70259481703      0      0  -3000    0 WD 
 7005521351184000  6342110283  -176388456 -2693898047-29774707786-14505750599-69310879618      0      0  -3000    0 WD 
 7005521381184000  6249248513  -219601017 -2900312749-32127263136-14298291278-68286364256      0      0  -3000    0 WD 
 7005521411184000  6149383288  -262152415 -3103541486-34443235587-14065044179-67187104904      0      0  -3000    0 WD 
 7005521441184000  6042628316  -303965922 -3303361883-36719993464-13806438521-66014353075      0      0  -3000    0 WD 
 7005521471184000  5929105126  -344966155 -3499555441-38954954356-13522942564-64769440839      0      0  -3000    0 WD 
 7005521501184000  5808942918  -385079192 -3691907775-41145588447-13215062821-63453778594      0      0  -3000    0 WD 
 7005521531184000  5682278399  -424232690 -3880208847-43289421385-12883343038-62068852760      0      0  -3000    0 WD 
 7005521561184000  5549255609  -462355989 -4064253186-45384036988-12528363018-60616223376      0      0  -3000    0 WD 
 7005521591184000  5410025752  -499380222 -4243840112-47427079348-12150737392-59097521516      0      0  -2000    0 WD 
 7005521621184000  5264747003  -535238415 -4418773940-49416254307-11751114570-57514447422      0      0  -2000    0 WD 
 7005521651184000  5113584326  -569865592 -4588864190-51349331647-11330176084-55868769398      0      0  -2000    0 WD 
 7005521681184000  4956709276  -603198869 -4753925785-53224148227-10888635952-54162321980      0      0  -2000    0 WD 
 7005521711184000  4794299793  -635177551 -4913779249-55038610640-10427239585-52397003134      0      0  -2000    0 WD 
 7005521741184000  4626539991  -665743225 -5068250890-56790696915 -9946762309-50574771705      0      0  -2000    0 WD 
 7005521771184000  4453619939  -694839847 -5217172982-58478458199 -9448008081-48697645529      0      0  -2000    0 WD 
 7005521801184000  4275735443  -722413827 -5360383941-60100021047 -8931808743-46767699411      0      0  -2000    0 WD 
 7005521831184000  4093087810  -748414112 -5497728486-61653589862 -8399023158-44787062434      0      0  -2000    0 WD 
 7005521861184000  3905883616  -772792263 -5629057804-63137448802 -7850535619-42757915024      0      0  -2000    0 WD 
 7005521891184000  3714334464  -795502531 -5754229694-64549963300 -7287254026-40682486254      0      0  -2000    0 WD 
 7005521921184000  3518656735  -816501923 -5873108713-65889581377 -6710108164-38563051092      0      0  -2000    0 WD 
 7005521951184000  3319071344  -835750265 -5985566311-67154834364 -6120047987-36401927960      0      0  -1000    0 WD 
 7005521981184000  3115803481  -853210264 -6091480952-68344338195 -5518042097-34201476860      0      0  -1000    0 WD 
 7005522011184000  2909082364  -868847557 -6190738241-69456795395 -4905076519-31964096343      0      0  -1000    0 WD 
 7005522041184000  2699140969  -882630765 -6283231033-70490995716 -4282153602-29692220120      0      0  -1000    0 WD 
 7005522071184000  2486215772  -894531539 -6368859532-71445816285 -3650290940-27388315014      0      0  -1000    0 WD 
 7005522101184000  2270546488  -904524603 -6447531391-72320222493 -3010520202-25054879156      0      0  -1000    0 WD 
 7005522131184000  2052375800  -912587796 -6519161803-73113269315 -2363885933-22694439712      0      0  -1000    0 WD 
 7005522161184000  1831949089  -918702110 -6583673579-73824102580 -1711444239-20309549921      0      0  -1000    0 WD 
 7005522191184000  1609514164  -922851720 -6640997228-74451959015 -1054261230-17902786306      0      0  -1000    0 WD 
 7005522221184000  1385320987  -925024010 -6691071021-74996166468  -393410819-15476747634      0      0      0    0 WD 
 7005522251184000  1159621396  -925209596 -6733841057-75456146454   270027957-13034052766      0      0      0    0 WD 
 7005522281184000   932668823  -923402337 -6769261314-75831415289   934972457-10577335370      0      0      0    0 LD 
 7005522311184000   704718009  -919599342 -6797293691-76121582250  1600336708 -8109240238      0      0      0    0 LD 
 7005522341184000   476024733  -913800985 -6817908032-76326348872  2265032306 -5632421909      0      0      0    0 LD 
 7005522371184000   246845526  -906010906 -6831082161-76445509114  2927970309 -3149542724      0      0      0    0 LD 
 7005522401184000    17437401  -896236009 -6836801896-76478948859  3588063066  -663271502      0      0      0    0 LD 
 7005522431184000  -211942423  -884486458 -6835061073-76426647083  4244225353  1823717009      0      0      0    0 LA 
 7005522461184000  -441036811  -870775669 -6825861554-76288678844  4895375509  4308745602      0      0      0    0 WA 
 7005522491184000  -669588997  -855120293 -6809213233-76065214970  5540437738  6789140437      0      0      0    0 WA 
 7005522521184000  -897342866  -837540198 -6785134013-75756519179  6178344336  9262234033      0      0      0    0 WA 
 7005522551184000 -1124043233  -818058441 -6753649791-75362947180  6808036951 11725365786      0      0      0    0 LA 
 7005522581184000 -1349436119  -796701239 -6714794433-74884947800  7428467579 14175883563      0      0      0    0 LA 
 7005522611184000 -1573269032  -773497935 -6668609744-74323063921  8038599425 16611147749      0      0      0    0 WA 
 7005522641184000 -1795291250  -748480966 -6615145423-73677930781  8637408214 19028535817      0      0      0    0 WA 
 7005522671184000 -2015254089  -721685819 -6554459009-72950273037  9223884084 21425444174      0      0      0    0 WA 
 7005522701184000 -2232911174  -693150988 -6486615823-72140903809  9797033447 23799288393      0      0   1000    0 WA 
 7005522731184000 -2448018700  -662917922 -6411688908-71250725198 10355880362 26147504661      0      0   1000    0 WA 
 7005522761184000 -2660335704  -631030966 -6329758964-70280728281 10899467787 28467552344      0      0   1000    0 WA 
 7005522791184000 -2869624328  -597537312 -6240914278-69231992708 11426858722 30756916320      0      0   1000    0 WA 
 7005522821184000 -3075650087  -562486927 -6145250638-68105686894 11937137385 33013109493      0      0   1000    0 WA 
 7005522851184000 -3278182133  -525932494 -6042871249-66903068091 12429410904 35233676597      0      0   1000    0 WA 
 7005522881184000 -3476993524  -487929336 -5933886625-65625480706 12902811058 37416198511      0      0   1000    0 WA 
 7005522911184000 -3671861475  -448535344 -5818414484-64274353394 13356495624 39558295195      0      0   1000    0 WA 
 7005522941184000 -3862567612  -407810894 -5696579620-62851196785 13789649516 41657627241      0      0   1000    0 WA 
 7005522971184000 -4048898215  -365818765 -5568513784-61357602337 14201485881 43711897400      0      0   2000    0 WA 
 7005523001184000 -4230644457  -322624055 -5434355552-59795241443 14591247194 45718852911      0      0   2000    0 WA 
 7005523031184000 -4407602645  -278294085 -5294250189-58165863975 14958206349 47676288090      0      0   2000    0 WA 
 7005523061184000 -4579574449  -232898316 -5148349502-56471296880 15301667528 49582046595      0      0   2000    0 WA 
 7005523091184000 -4746367137  -186508243 -4996811692-54713442811 15620967145 51434024149      0      0   2000    0 WA 
 7005523121184000 -4907793792  -139197305 -4839801190-52894277688 15915475442 53230170791      0      0   2000    0 WA 
 7005523151184000 -5063673537   -91040777 -4677488495-51015849552 16184598220 54968491650      0      0   2000    0 WA 
 7005523181184000 -5213831745   -42115660 -4510050004-49080278985 16427778129 56647050515      0      0   2000    0 WA 
 7005523211184000 -5358100256     7499428 -4337667828-47089755839 16644495991 58263975251      0      0   2000    0 WA 
 7005523241184000 -5496317579    57724372 -4160529594-45046534084 16834271687 59817460313      0      0   2000    0 WA 
 7005523271184000 -5628329075   108477673 -3978828246-42952928008 16996663516 61305767878      0      0   2000    0 WA 
 7005523301184000 -5753987134   159676564 -3792761838-40811310688 17131267403 62727227303      0      0   3000    0 WA 
 7005523331184000 -5873151359   211237124 -3602533335-38624115188 17237719202 64080236120      0      0   3000    0 WA 
 7005523361184000 -5985688736   263074405 -3408350403-36393832426 17315697963 65363265035      0      0   3000    0 WA 
 7005523391184000 -6091473808   315102560 -3210425180-34123005748 17364926480 66574861484      0      0   3000    0 WA 
 7005523421184000 -6190388817   367234978 -3008974044-31814227087 17385170688 67713650967      0      0   3000    0 WA 
 7005523451184000 -6282323855   419384408 -2804217379-29470134128 17376239751 68778338507      0      0   3000    0 WA 
 7005523481184000 -6367176987   471463093 -2596379332-27093406964 17337986620 69767710122      0      0   3000    0 WA 
 7005523511184000 -6444854380   523382901 -2385687570-24686765027 17270308132 70680632919      0      0   3000    0 WA 
 7005523541184000 -6515270419   575055456 -2172373037-22252966455 17173144975 71516055806      0      0   3000    0 WA 
 7005523571184000 -6578347816   626392270 -1956669703-19794806384 17046482753 72273013334      0      0   3000    0 WA 
 7005523601184000 -6634017722   677304883 -1738814302-17315111906 16890352904 72950628920      0      0   3000    0 WA 
 7005523631184000 -6682219807   727704996 -1519046061-14816737593 16704832581 73548116027      0      0   3000    0 WA 
 7005523661184000 -6722902345   777504609 -1297606432-12302561578 16490044328 74064779954      0      0   3000    0 WA 
 7005523691184000 -6756022271   826616160 -1074738809 -9775479971 16246155669 74500019055      0      0   3000    0 WA 
 7005523721184000 -6781545228   874952653  -850688255 -7238401962 15973379018 74853323290      0      0   3000    0 WA 
 7005523751184000 -6799445606   922427802  -625701227 -4694247787 15671971936 75124273082      0      0   3000    0 WA 
 7005523781184000 -6809706568   968956156  -400025303 -2145946824 15342236899 75312540333      0      0   3000    0 WA 
 7005523811184000 -6812320075  1014453241  -173908906   403565519 14984520930 75417889750      0      0   3000    0 WA 
 7005523841184000 -6807286901  1058835690    52398973  2951351573 14599215410 75440179769      0      0   3000    0 WA 
 7005523871184000 -6794616629  1102021378   278649063  5494475202 14186755763 75379363036      0      0   3000    0 WA 
 7005523901184000 -6774327643  1143929548   504592089  8030005582 13747620881 75235486932      0      0   3000    0 WA 
 7005523931184000 -6746447110  1184480948   729979064 10555021412 13282332444 75008693731      0      0   3000    0 WA 
 7005523961184000 -6711010938  1223597952   954561568 13066614766 12791454365 74699219964      0      0   3000    0 WA 
 7005523991184000 -6668063736  1261204689  1178092031 15561894187 12275592216 74307396059      0      0   3000    0 WA 
 7005524021184000 -6617658759  1297227166  1400324016 18037988122 11735392310 73833646701      0      0   3000    0 WA 
 7005524051184000 -6559857841  1331593389  1621012501 20492049330 11171540523 73278490843      0      0   3000    0 WA 
 7005524081184000 -6494731316  1364233480  1839914163 22921259261 10584761158 72642540377      0      0   3000    0 WA 
 7005524111184000 -6422357925  1395079790  2056787649 25322831078  9975816187 71926498428      0      0   3000    0 WA 
 7005524141184000 -6342824721  1424067010  2271393853 27694012170  9345504551 71131158891      0      0   3000    0 WA 
 7005524171184000 -6256226958  1451132284  2483496187 30032087930  8694660956 70257406572      0      0   3000    0 WA 
 7005524201184000 -6162667972  1476215311  2692860851 32334386430  8024154338 69306215957      0      0   3000    0 WA 
 7005524231184000 -6062259044  1499258447  2899257103 34598282138  7334886428 68278648754      0      0   3000    0 WA 
 7005524261184000 -5955119261  1520206801  3102457511 36821198370  6627790553 67175851768      0      0   3000    0 WA 
 7005524291184000 -5841375361  1539008326  3302238211 39000609569  5903830666 65999055539      0      0   3000    0 WA 
 7005524321184000 -5721161582  1555613913  3498379156 41134044198  5164000187 64749573363      0      0   3000    0 WA 
 7005524351184000 -5594619488  1569977477  3690664358 43219088252  4409320403 63428799836      0      0   3000    0 WA 
 7005524381184000 -5461897798  1582056033  3878882134 45253388430  3640838743 62038208493      0      0   3000    0 WA 
 7005524411184000 -5323152194  1591809779  4062825338 47234654302  2859627325 60579349527      0      0   3000    0 WA 
 7005524441184000 -5178545134  1599202162  4242291587 49160660393  2066781671 59053848318      0      0   2000    0 WA 
 7005524471184000 -5028245652  1604199951  4417083483 51029249125  1263419170 57463403640      0      0   2000    0 WA 
 7005524501184000 -4872429147  1606773297  4587008832 52838333373   450677329 55809784850      0      0   2000    0 WA 
 7005524531184000 -4711277173  1606895791  4751880853 54585898084  -370287873 54094829487      0      0   2000    0 WA 
 7005524561184000 -4544977221  1604544519  4911518374 56270001923 -1198303515 52320441632      0      0   2000    0 WA 
 7005524591184000 -4373722491  1599700108  5065746037 57888779270 -2032180967 50488590540      0      0   2000    0 WA 
 7005524621184000 -4197711661  1592346774  5214394485 59440443837 -2870717086 48601308646      0      0   2000    0 WA 
 7005524651184000 -4017148648  1582472361  5357300547 60923291480 -3712697032 46660686775      0      0   2000    0 WA 
 7005524681184000 -3832242356  1570068371  5494307410 62335698421 -4556897432 44668871530      0      0   2000    0 LA 
 7005524711184000 -3643206444  1555129988  5625264785 63676121736 -5402086142 42628066921      0      0   2000    0 LA 
 7005524741184000 -3450259068  1537656107  5750029080 64943105254 -6247021749 40540532353      0      0   2000    0 WA 
 7005524771184000 -3253622621  1517649358  5868463557 66135283242 -7090456625 38408576363      0      0   1000    0 WA 
 7005524801184000 -3053523454  1495116118  5980438468 67251379428 -7931140367 36234551882      0      0   1000    0 LA 
 7005524831184000 -2850191617  1470066519  6085831194 68290205844 -8767821375 34020855154      0      0   1000    0 LA 
 7005524861184000 -2643860589  1442514445  6184526364 69250664843 -9599248034 31769924628      0      0   1000    0 LA 
 7005524891184000 -2434767003  1412477535  6276415984 70131751246-10424170576 29484237302      0      0   1000    0 LA 
 7005524921184000 -2223150370  1379977172  6361399542 70932552440-11241342895 27166305242      0      0   1000    0 LA 
 7005524951184000 -2009252797  1345038469  6439384114 71652248662-12049523986 24818673185      0      0   1000    0 LA 
 7005524981184000 -1793318712  1307690253  6510284455 72290113691-12847479536 22443915727      0      0   1000    0 WA 
 7005525011184000 -1575594582  1267965043  6574023084 72845514967-13633983560 20044634294      0      0   1000    0 LA 
 7005525041184000 -1356328628  1225899020  6630530362 73317913407-14407819743 17623454781      0      0      0    0 WA 
 7005525071184000 -1135770552  1181531998  6679744562 73706863810-15167782953 15183025777      0      0      0    0 WA 
 7005525101184000  -914171247  1134907388  6721611936 74012016035-15912681439 12726016284      0      0      0    0 WA 
 7005525131184000  -691782512  1086072151  6756086765 74233115645-16641339242 10255112116      0      0      0    0 WA 
 7005525161184000  -468856768  1035076752  6783131413 74370003121-17352597704  7773012486      0      0      0    0 WA 
 7005525191184000  -245646773   981975105  6802716355 74422613438-18045316285  5282427997      0      0      0    0 WA 
 7005525221184000   -22405338   926824516  6814820215 74390976758-18718373898  2786078354      0      0      0    0 WA 
 7005525251184000   200614962   869685624  6819429785 74275218477-19370670546   286689077      0      0      0    0 WA 
 7005525281184000   423162068   810622332  6816540038 74075558672-20001128934 -2213011323      0      0      0    0 WD 
 7005525311184000   644984724   749701742  6806154135 73792311678-20608696287 -4710294096      0      0      0    0 WD 
 7005525341184000   865832756   686994073  6788283418 73425885455-21192345994 -7202432855      0      0      0    0 WD 
 7005525371184000  1085457356   622572584  6762947404 72976781503-21751079008 -9686706109      0      0      0    0 WD 
 7005525401184000  1303611359   556513487  6730173760 72445594358-22283925177-12160400751      0      0      0    0 WD 
 7005525431184000  1520049522   488895860  6689998280 71833010014-22789944494-14620814804      0      0      0    0 WD 
 7005525461184000  1734528795   419801556  6642464842 71139805004-23268228544-17065258931      0      0      0    0 WD 
 7005525491184000  1946808595   349315101  6587625372 70366846351-23717902196-19491058355      0      0      0    0 WD 
 7005525521184000  2156651074   277523595  6525539794 69515091585-24138125335-21895555949      0      0      0    0 WD 
 7005525551184000  2363821393   204516604  6456275974 68585588341-24528094155-24276116319      0      0  -1000    0 WD 
 7005525581184000  2568087989   130386052  6379909644 67579472806-24887042128-26630129978      0      0  -1000    0 WD 
 7005525611184000  2769222837    55226102  6296524323 66497967058-25214241068-28955016102   6000      0  -1000    0 WD 
 7005525641184000  2967001705   -20866955  6206211227 65342377153-25509002155-31248223958  19000      0  -1000    0 WD 
 7005525671184000  3161204403   -97794824  6109069177 64114092508-25770677271-33507234822  34000      0  -1000    0 WD 
 7005525701184000  3351615034  -175457326  6005204500 62814585227-25998660569-35729565135  50000   1000  -1000    0 WD 
 7005525731184000  3538022242  -253752531  5894730913 61445408492-26192389567-37912769993  62000   1000      0    0 WD 
 7005525761184000  3720219445  -332576889  5777769410 60008194148-26351345903-40054445807  67000   1000      0    0 LD 
 7005525791184000  3898005075  -411825359  5654448130 58504650523-26475056180-42152232107  67000   1000      0    0 LD 
 7005525821184000  4071182800  -491391551  5524902224 56936561095-26563093092-44203813542  67000   1000      0    0 LD 
 7005525851184000  4239561751  -571167862  5389273722 55305783224-26615076413-46206922740  67000   2000      0    0 WD 
 7005525881184000  4402956738  -651045622  5247711378 53614246556-26630673659-48159343320  61000   2000  -1000    0 WD 
 7005525911184000  4561188469  -730915233  5100370515 51863951451-26609601198-50058913123  49000   1000  -1000    0 WD 
 7005525941184000  4714083754  -810666324  4947412856 50056965769-26551624941-51903528793  33000   1000  -2000    0 WD 
 7005525971184000  4861475701  -890187892  4789006341 48195419526-26456559285-53691147565  18000      0  -2000    0 WD 
 7005526001184000  5003203899  -969368452  4625324953 46281503396-26324267894-55419785060   6000      0  -2000    0 WD 
 7005526031184000  5139114603 -1048096188  4456548537 44317470461-26154667209-57087518153      0      0  -2000    0 WD 
 7005526061184000  5269060916 -1126259114  4282862607 42305632739-25947726972-58692491587      0      0  -2000    0 WD 
 7005526091184000  5392902959 -1203745230  4104458136 40248356303-25703468297-60232919780      0      0  -2000    0 WD 
 7005526121184000  5510508032 -1280442675  3921531350 38148059676-25421963190-61707087842      0      0  -2000    0 WD 
 7005526151184000  5621750763 -1356239884  3734283512 36007210512-25103335034-63113354399      0      0  -3000    0 WD 
 7005526181184000  5726513253 -1431025737  3542920695 33828321546-24747759624-64450152572      0      0  -3000    0 WD 
 7005526211184000  5824685207 -1504689722  3347653559 31613948829-24355466342-65715991424      0      0  -3000    0 WD 
 7005526241184000  5916164059 -1577122097  3148697120 29366689543-23926737594-66909459145      0      0  -3000    0 WD 
 7005526271184000  6000855091 -1648214045  2946270508 27089177687-23461907479-68029225802      0      0  -3000    0 WD 
 7005526301184000  6078671538 -1717857825  2740596717 24784079594-22961361562-69074043620      0      0  -3000    0 LD 
 7005526331184000  6149534678 -1785946934  2531902363 22454092345-22425537609-70042747396      0      0  -3000    0 LD 
 7005526361184000  6213373927 -1852376261  2320417429 20101941098-21854925546-70934257823      0      0  -3000    0 WD 
