DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_066_22_00_2019_067_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70045 79251184000  70055 43281184000
INIREV 48306
OBSINF SLR n = 85
OBSINF GPC n = 11692
OBSINF GPP n = 11692
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 93 103 63 mm, 231 243 172 mu/s
QUALCO RMS_Obs_Laser            = 31 mm; n = 85,  elim = 0
QUALCO RMS_Obs_GPScode          = 460 mm; n = 11107, elim = 585
QUALCO RMS_Obs_GPSphase         = 6 mm; n = 11107, elim = 585
TFRAME TT
TT-UTC 69184 ms
RFRAME CTS
MRELAT  Post Newt. IERS-2003
MNUTAT  IAU200OA compl.+off.
MPOTER  COMB-Projekt D1 + CH
MPOLUN  FERRARI77
METID   IERS-Conv. (1996)
MOTID   EOT11a, Load Love Nu
MATMOS  DTM 94bis
MALBED  No Albedo
MEPHEM  DE200/LE200
COMENT The ORBIT line marks end of the header and start of the trajectory records
 70055 5721184000  -372558511 -2927419742 -6231766375-33205990783-61698005685 30986521464      0      0   1000    0 WA 
 70055 5751184000  -472358567 -3110674280 -6135419225-33320457442-60460520676 33239136478      0      0   1000    0 WA 
 70055 5781184000  -572439512 -3290116630 -6032367427-33393182152-59156801271 35455881570      0      0   1000    0 WA 
 70055 5811184000  -672675534 -3465550408 -5922722221-33423782167-57788404998 37634342957      0      0   1000    0 WA 
 70055 5841184000  -772939747 -3636784009 -5806602032-33411926319-56356960694 39772143887      0      0   1000    0 WA 
 70055 5871184000  -873104355 -3803630821 -5684132357-33357335824-54864167328 41866947000      0      0   1000    0 WA 
 70055 5901184000  -973040800 -3965909430 -5555445644-33259785121-53311792713 43916457200      0      0   2000    0 WA 
 70055 5931184000 -1072619932 -4123443828 -5420681158-33119102664-51701671645 45918424743      0      0   2000    0 WA 
 70055 5961184000 -1171712166 -4276063611 -5279984841-32935171576-50035703644 47870647948      0      0   2000    0 WA 
 70055 5991184000 -1270187649 -4423604163 -5133509168-32707930212-48315850727 49770975490      0      0   2000    0 WA 
 70055 6021184000 -1367916429 -4565906851 -4981412985-32437372685-46544135417 51617308601      0      0   2000    0 WA 
 70055 6051184000 -1464768618 -4702819193 -4823861356-32123549460-44722638873 53407603502      0      0   2000    0 WA 
 70055 6081184000 -1560614566 -4834195039 -4661025390-31766567806-42853498719 55139874161      0      0   2000    0 WA 
 70055 6111184000 -1655325029 -4959894731 -4493082063-31366591962-40938906441 56812194884      0      0   2000    0 WA 
 70055 6141184000 -1748771343 -5079785266 -4320214036-30923843200-38981104717 58422702516      0      0   2000    0 WA 
 70055 6171184000 -1840825591 -5193740440 -4142609462-30438599890-36982384951 59969598434      0      0   2000    0 WA 
 70055 6201184000 -1931360781 -5301640994 -3960461791-29911197640-34945084962 61451150642      0      0   2000    0 WA 
 70055 6231184000 -2020251009 -5403374750 -3773969567-29342029361-32871586454 62865696119      0      0   3000    0 WA 
 70055 6261184000 -2107371639 -5498836736 -3583336216-28731545123-30764312204 64211642996      0      0   3000    0 WA 
 70055 6291184000 -2192599469 -5587929307 -3388769829-28080251916-28625723329 65487472567      0      0   3000    0 WA 
 70055 6321184000 -2275812904 -5670562257 -3190482944-27388713519-26458316443 66691740988      0      0   3000    0 WA 
 70055 6351184000 -2356892124 -5746652916 -2988692314-26657550323-24264621047 67823081166      0      0   3000    0 WA 
 70055 6381184000 -2435719256 -5816126253 -2783618676-25887438845-22047196874 68880205079      0      0   3000    0 WA 
 70055 6411184000 -2512178539 -5878914955 -2575486510-25079111037-19808630650 69861905693      0      0   3000    0 WA 
 70055 6441184000 -2586156490 -5934959505 -2364523792-24233353738-17551532948 70767058480      0      0   3000    0 WA 
 70055 6471184000 -2657542071 -5984208252 -2150961750-23351008220-15278535178 71594623043      0      0   3000    0 WA 
 70055 6501184000 -2726226845 -6026617465 -1935034600-22432969484-12992286422 72343644909      0      0   3000    0 WA 
 70055 6531184000 -2792105141 -6062151382 -1716979293-21480185290-10695450021 73013257193      0      0   3000    0 WA 
 70055 6561184000 -2855074209 -6090782251 -1497035247-20493655078 -8390700062 73602681978      0      0   3000    0 WA 
 70055 6591184000 -2915034374 -6112490350 -1275444079-19474428863 -6080717860 74111231564      0      0   3000    0 WA 
 70055 6621184000 -2971889184 -6127264011 -1052449332-18423605930 -3768188242 74538309560      0      0   3000    0 WA 
 70055 6651184000 -3025545558 -6135099617  -828296201-17342333334 -1455795881 74883411455      0      0   3000    0 WA 
 70055 6681184000 -3075913926 -6136001605  -603231255-16231804497   853777797 75146124840      0      0   3000    0 WA 
 70055 6711184000 -3122908366 -6129982445  -377502163-15093258062  3157857402 75326130061      0      0   3000    0 WA 
 70055 6741184000 -3166446738 -6117062621  -151357412-13927976573  5453776918 75423201259      0      0   3000    0 WA 
 70055 6771184000 -3206450814 -6097270597    74953975-12737284850  7738883454 75437206914      0      0   3000    0 WA 
 70055 6801184000 -3242846401 -6070642770   301182724-11522548343 10010540705 75368109916      0      0   3000    0 WA 
 70055 6831184000 -3275563462 -6037223419   527079587-10285171492 12266132168 75215967652      0      0   3000    0 WA 
 70055 6861184000 -3304536230 -5997064637   752395633 -9026595984 14503064316 74980932116      0      0   3000    0 WA 
 70055 6891184000 -3329703315 -5950226261   976882530 -7748298977 16718769860 74663250114      0      0   3000    0 WA 
 70055 6921184000 -3351007812 -5896775783  1200292826 -6451791106 18910711559 74263263337      0      0   3000    0 WA 
 70055 6951184000 -3368397392 -5836788260  1422380237 -5138614180 21076386081 73781407478      0      0   3000    0 WA 
 70055 6981184000 -3381824398 -5770346202  1642899927 -3810339137 23213326916 73218210870      0      0   3000    0 WA 
 70055 7011184000 -3391245926 -5697539461  1861608779 -2468564297 25319106820 72574293652      0      0   3000    0 WA 
 70055 7041184000 -3396623907 -5618465109  2078265677 -1114913469 27391340471 71850367315      0      0   3000    0 WA 
 70055 7071184000 -3397925177 -5533227306  2292631773   248966266 29427687461 71047234220      0      0   3000    0 WA 
 70055 7101184000 -3395121548 -5441937164  2504470764  1621406934 31425855450 70165786557      0      0   3000    0 WA 
 70055 7131184000 -3388189861 -5344712596  2713549156  3000721853 33383602913 69207004891      0      0   3000    0 WA 
 70055 7161184000 -3377112045 -5241678158  2919636525  4385207748 35298741666 68171956960      0      0   3000    0 WA 
 70055 7191184000 -3361875161 -5132964888  3122505782  5773146999 37169139627 67061796354      0      0   3000    0 WA 
 70055 7221184000 -3342471439 -5018710136  3321933425  7162809812 38992723338 65877760819      0      0   3000    0 WA 
 70055 7251184000 -3318898318 -4899057378  3517699790  8552456351 40767480122 64621170718      0      0   3000    0 WA 
 70055 7281184000 -3291158465 -4774156034  3709589294  9940339038 42491460358 63293427758      0      0   3000    0 WA 
 70055 7311184000 -3259259800 -4644161278  3897390682 11324705107 44162780289 61896013365      0      0   3000    0 WA 
 70055 7341184000 -3223215507 -4509233830  4080897259 12703798955 45779624675 60430486067      0      0   3000    0 WA 
 70055 7371184000 -3183044035 -4369539753  4259907116 14075864029 47340248531 58898478765      0      0   2000    0 WA 
 70055 7401184000 -3138769107 -4225250236  4434223354 15439144643 48842978361 57301696677      0      0   2000    0 WA 
 70055 7431184000 -3090419705 -4076541380  4603654295 16791888091 50286213322 55641915943      0      0   2000    0 WA 
 70055 7461184000 -3038030063 -3923593979  4768013695 18132347506 51668427126 53920982589      0      0   2000    0 WA 
 70055 7491184000 -2981639642 -3766593290  4927120949 19458785172 52988170598 52140809949      0      0   2000    0 WA 
 70055 7521184000 -2921293100 -3605728799  5080801290 20769474888 54244072984 50303374866      0      0   2000    0 WA 
 70055 7551184000 -2857040254 -3441193988  5228885972 22062703359 55434842422 48410714835      0      0   2000    0 WA 
 70055 7581184000 -2788936041 -3273186093  5371212449 23336771675 56559266911 46464926027      0      0   2000    0 WA 
 70055 7611184000 -2717040467 -3101905865  5507624550 24589997613 57616215474 44468161366      0      0   2000    0 WA 
 70055 7641184000 -2641418561 -2927557328  5637972646 25820718227 58604638924 42422628127      0      0   2000    0 LA 
 70055 7671184000 -2562140306 -2750347526  5762113808 27027291732 59523570482 40330585560      0      0   2000    0 LA 
 70055 7701184000 -2479280577 -2570486283  5879911958 28208099239 60372126913 38194342710      0      0   1000    0 LA 
 70055 7731184000 -2392919071 -2388185942  5991238018 29361547004 61149509216 36016255694      0      0   1000    0 LA 
 70055 7761184000 -2303140222 -2203661119  6095970047 30486068692 61855002593 33798725532      0      0   1000    0 LA 
 70055 7791184000 -2210033123 -2017128447  6193993371 31580127676 62487977868 31544196286      0      0   1000    0 LA 
 70055 7821184000 -2113691425 -1828806314  6285200709 32642219331 63047893597 29255151682      0      0   1000    0 LA 
 70055 7851184000 -2014213246 -1638914601  6369492284 33670873058 63534296373 26934110564      0      0   1000    0 LA 
 70055 7881184000 -1911701061 -1447674419  6446775925 34664653770 63946819642 24583623642      0      0   1000    0 LA 
 70055 7911184000 -1806261595 -1255307845  6516967159 35622163837 64285184252 22206271095      0      0   1000    0 WA 
 70055 7941184000 -1698005708 -1062037666  6579989290 36542044805 64549198709 19804657417      0      0   1000    0 WA 
 70055 7971184000 -1587048276  -868087113  6635773467 37422977312 64738755872 17381408130      0      0      0    0 WA 
 70055 8001184000 -1473508074  -673679615  6684258750 38263681834 64853831276 14939170935      0      0      0    0 WA 
 70055 8031184000 -1357507652  -479038550  6725392174 39062921370 64894484637 12480615291      0      0      0    0 WA 
 70055 8061184000 -1239173204  -284386987  6759128811 39819504102 64860861070 10008429210      0      0      0    0 WA 
 70055 8091184000 -1118634430   -89947433  6785431821 40532285143 64753191183  7525315306      0      0      0    0 WA 
 70055 8121184000  -996024393   104058426  6804272488 41200167746 64571790489  5033987359      0      0      0    0 WA 
 70055 8151184000  -871479371   297409976  6815630253 41822104778 64317058717  2537167450      0      0      0    0 WA 
 70055 8181184000  -745138707   489887928  6819492729 42397100591 63989478862    37583020      0      0      0    0 WA 
 70055 8211184000  -617144653   681274564  6815855716 42924212449 63589615973 -2462036018      0      0      0    0 WD 
 70055 8241184000  -487642208   871353984  6804723208 43402551305 63118116101 -4958959739      0      0      0    0 WD 
 70055 8271184000  -356778955  1059912347  6786107381 43831282864 62575705700 -7450460337      0      0      0    0 WD 
 70055 8301184000  -224704897  1246738111  6760028593 44209629290 61963191261 -9933814524      0      0      0    0 WD 
 70055 8331184000   -91572285  1431622274  6726515356 44536871417 61281459092-12406307030      0      0      0    0 WD 
 70055 8361184000    42464566  1614358610  6685604315 44812350064 60531473626-14865235601      0      0      0    0 WD 
 70055 8391184000   177249450  1794743899  6637340193 45035465667 59714274003-17307913981      0      0      0    0 WD 
 70055 8421184000   312624455  1972578150  6581775752 45205678614 58830972463-19731672336      0      0      0    0 WD 
 70055 8451184000   448430139  2147664815  6518971732 45322510739 57882754267-22133859056      0      0      0    0 LD 
 70055 8481184000   584505721  2319811014  6448996800 45385546799 56870876898-24511843844      0      0  -1000    0 LD 
 70055 8511184000   720689270  2488827743  6371927477 45394435566 55796668546-26863021008      0      0  -1000    0 WD 
 70055 8541184000   856817898  2654530089  6287848061 45348890071 54661526372-29184812544      0      0  -1000    0 LD 
 70055 8571184000   992727952  2816737430  6196850537 45248687785 53466915158-31474670618      0      0  -1000    0 LD 
 70055 8601184000  1128255209  2975273640  6099034487 45093671627 52214365979-33730080131      0      0  -1000    0 LD 
 70055 8631184000  1263235075  3129967281  5994506985 44883750952 50905474229-35948561915      0      0  -1000    0 LD 
 70055 8661184000  1397502784  3280651798  5883382485 44618901745 49541897170-38127675509      0      0  -1000    0 LD 
 70055 8691184000  1530893597  3427165694  5765782701 44299166887 48125351982-40265021112      0      0  -1000    0 LD 
 70055 8721184000  1663243008  3569352716  5641836484 43924656874 46657614368-42358241812      0      0  -1000    0 LD 
 70055 8751184000  1794386940  3707062019  5511679688 43495550695 45140517006-44405026382      0      0  -2000    0 LD 
 70055 8781184000  1924161962  3840148344  5375455026 43012096583 43575947580-46403112719      0      0  -2000    0 LD 
 70055 8811184000  2052405487  3968472171  5233311921 42474612014 41965846078-48350291441      0      0  -2000    0 LD 
 70055 8841184000  2178955987  4091899876  5085406341 41883483019 40312201858-50244408742      0      0  -2000    0 LD 
 70055 8871184000  2303653192  4210303874  4931900628 41239163381 38617050717-52083368659      0      0  -2000    0 LD 
 70055 8901184000  2426338295  4323562751  4772963325 40542173965 36882471868-53865134750      0      0  -2000    0 LD 
 70055 8931184000  2546854152  4431561396  4608768991 39793102526 35110585940-55587731080      0      0  -2000    0 LD 
 70055 8961184000  2665045481  4534191120  4439498023 38992604253 33303553976-57249244756      0      0  -2000    0 LD 
 70055 8991184000  2780759070  4631349771  4265336453 38141401025 31463574312-58847830112      0      0  -2000    0 LD 
 70055 9021184000  2893843967  4722941848  4086475751 37240279156 29592878113-60381708863      0      0  -2000    0 LD 
 70055 9051184000  3004151676  4808878587  3903112622 36290090634 27693729522-61849168298      0      0  -2000    0 LD 
 70055 9081184000  3111536362  4889078069  3715448805 35291755651 25768426030-63248566555      0      0  -3000    0 LD 
 70055 9111184000  3215855048  4963465314  3523690852 34246260905 23819294318-64578338519      0      0  -3000    0 LD 
 70055 9141184000  3316967817  5031972359  3328049890 33154658105 21848687309-65836997032      0      0  -3000    0 LD 
 70055 9171184000  3414738004  5094538338  3128741390 32018064858 19858981046-67023137972      0      0  -3000    0 LD 
 70055 9201184000  3509032393  5151109535  2925984899 30837660550 17852565265-68135445259      0      0  -3000    0 LD 
 70055 9231184000  3599721390  5201639417  2720003787 29614680299 15831837331-69172686124      0      0  -3000    0 LD 
 70055 9261184000  3686679188  5246088654  2511025004 28350415374 13799204805-70133707609      0      0  -3000    0 LD 
 70055 9291184000  3769783944  5284425158  2299278833 27046214143 11757084901-71017440797      0      0  -3000    0 LD 
 70055 9321184000  3848917938  5316624099  2084998634 25703479903  9707900222-71822902388      0      0  -3000    0 LD 
 70055 9351184000  3923967746  5342667922  1868420592 24323670094  7654078020-72549193899      0      0  -3000    0 WD 
 70055 9381184000  3994824394  5362546361  1649783454 22908296810  5598049824-73195505514      0      0  -3000    0 WD 
 70055 9411184000  4061383527  5376256446  1429328257 21458925086  3542246173-73761121533      0      0  -3000    0 WD 
 70055 9441184000  4123545558  5383802486  1207298043 19977168857  1489089820-74245422090      0      0  -3000    0 WD 
 70055 9471184000  4181215813  5385196043   983937569 18464686908  -559008965-74647881959      0      0  -3000    0 WD 
 70055 9501184000  4234304654  5380455885   759493027 16923180735 -2599655328-74968068872      0      0  -3000    0 WD 
 70055 9531184000  4282727615  5369607941   534211772 15354393704 -4630472107-75205642643      0      0  -3000    0 WD 
 70055 9561184000  4326405518  5352685240   308342036 13760109986 -6649101572-75360355195      0      0  -3000    0 WD 
 70055 9591184000  4365264600  5329727856    82132659 12142152857 -8653207450-75432051857      0      0  -3000    0 WD 
 70055 9621184000  4399236621  5300782832  -144167196 10502382059-10640478356-75420672373      0      0  -3000    0 WD 
 70055 9651184000  4428258971  5265904105  -370308329  8842691004-12608631028-75326250568      0      0  -3000    0 WD 
 70055 9681184000  4452274770  5225152418  -596041782  7165004482-14555412780-75148914222      0      0  -3000    0 WD 
 70055 9711184000  4471232955  5178595220  -821119119  5471276144-16478604408-74888885438      0      0  -3000    0 WD 
 70055 9741184000  4485088364  5126306565 -1045292715  3763485579-18376023474-74546480275      0      0  -3000    0 WD 
 70055 9771184000  4493801808  5068366996 -1268316030  2043635373-20245527044-74122107600      0      0  -3000    0 WD 
 70055 9801184000  4497340139  5004863421 -1489943890   313748639-22085013517-73616267749      0      0  -3000    0 WD 
 70055 9831184000  4495676306  4935888992 -1709932758 -1424132252-23892424482-73029552419      0      0  -3000    0 WD 
 70055 9861184000  4488789410  4861542963 -1928041010 -3167948162-25665748631-72362644974      0      0  -3000    0 LD 
 70055 9891184000  4476664753  4781930550 -2144029206 -4915627034-27403024344-71616318156      0      0  -3000    0 LD 
 70055 9921184000  4459293867  4697162779 -2357660358 -6665086161-29102339979-70791433135      0      0  -3000    0 LD 
 70055 9951184000  4436674546  4607356331 -2568700193 -8414235013-30761837024-69888939839      0      0  -3000    0 LD 
 70055 9981184000  4408810863  4512633379 -2776917422-10160978710-32379713330-68909874497      0      0  -3000    0 LD 
 7005510011184000  4375713176  4413121418 -2982083986-11903220439-33954224693-67855357866      0      0  -3000    0 WD 
 7005510041184000  4337398138  4308953081 -3183975319-13638864479-35483687642-66726593563      0      0  -3000    0 WD 
 7005510071184000  4293888679  4200265963 -3382370580-15365818844-36966481168-65524864477      0      0  -3000    0 WD 
 7005510101184000  4245214002  4087202425 -3577052898-17081996370-38401046430-64251530748      0      0  -3000    0 WD 
 7005510131184000  4191409559  3969909411 -3767809595-18785316230-39785887483-62908030060      0      0  -3000    0 WD 
 7005510161184000  4132517034  3848538257 -3954432424-20473707148-41119574197-61495877333      0      0  -3000    0 WD 
 7005510191184000  4068584303  3723244484 -4136717794-22145111420-42400745130-60016661717      0      0  -3000    0 WD 
 7005510221184000  3999665394  3594187596 -4314466989-23797487420-43628108142-58472042869      0      0  -2000    0 WD 
 7005510251184000  3925820432  3461530868 -4487486374-25428811100-44800440422-56863749277      0      0  -2000    0 WD 
 7005510281184000  3847115584  3325441139 -4655587604-27037078494-45916589602-55193576938      0      0  -2000    0 WD 
 7005510311184000  3763622999  3186088597 -4818587816-28620308484-46975474727-53463387059      0      0  -2000    0 WD 
 7005510341184000  3675420728  3043646566 -4976309831-30176545324-47976087220-51675104104      0      0  -2000    0 WD 
 7005510371184000  3582592648  2898291283 -5128582331-31703861720-48917492496-49830713163      0      0  -2000    0 WD 
 7005510401184000  3485228376  2750201680 -5275240042-33200360972-49798830583-47932255858      0      0  -2000    0 WD 
 7005510431184000  3383423167  2599559155 -5416123894-34664177331-50619315602-45981827725      0      0  -2000    0 WD 
 7005510461184000  3277277829  2446547354 -5551081184-36093477382-51378236201-43981577772      0      0  -2000    0 WD 
 7005510491184000  3166898617  2291351941 -5679965738-37486463777-52074956929-41933706870      0      0  -2000    0 WD 
 7005510521184000  3052397119  2134160374 -5802638052-38841378786-52708918701-39840463824      0      0  -2000    0 WD 
 7005510551184000  2933890134  1975161673 -5918965440-40156505801-53279638143-37704141521      0      0  -1000    0 WD 
 7005510581184000  2811499548  1814546198 -6028822155-41430170095-53786707028-35527074643      0      0  -1000    0 WD 
 7005510611184000  2685352209  1652505417 -6132089517-42660740445-54229792373-33311637952      0      0  -1000    0 WD 
 7005510641184000  2555579787  1489231687 -6228656024-43846631429-54608636748-31060243822      0      0  -1000    0 WD 
 7005510671184000  2422318639  1324918022 -6318417468-44986305333-54923058108-28775339055      0      0  -1000    0 WD 
 7005510701184000  2285709662  1159757871 -6401277025-46078273188-55172949246-26459401934      0      0  -1000    0 WD 
 7005510731184000  2145898147   993944892 -6477145354-47121095631-55358277114-24114940149      0      0  -1000    0 LD 
 7005510761184000  2003033624   827672734 -6545940676-48113384437-55479082026-21744489041      0      0  -1000    0 LD 
 7005510791184000  1857269712   661134813 -6607588860-49053803697-55535476761-19350610326      0      0  -1000    0 LD 
 7005510821184000  1708763954   494524100 -6662023498-49941072407-55527647144-16935891931      0      0      0    0 LD 
 7005510851184000  1557677651   328032897 -6709185981-50773969154-55455853430-14502944036      0      0      0    0 LD 
 7005510881184000  1404175674   161852612 -6749025558-51551333513-55320429311-12054392639      0      0      0    0 LD 
 7005510911184000  1248426285    -3826452 -6781499372-52272065159-55121780236 -9592876232      0      0      0    0 LD 
 7005510941184000  1090600957  -168815318 -6806572499-52935124462-54860382078 -7121044030      0      0      0    0 LD 
 7005510971184000   930874190  -332926538 -6824217978-53539533867-54536779529 -4641554172      0      0      0    0 LD 
 7005511001184000   769423321  -495974401 -6834416832-54084378664-54151585243 -2157071851      0      0      0    0 LD 
 7005511031184000   606428336  -657775136 -6837158087-54568808170-53705479604   329732554      0      0      0    0 LA 
 7005511061184000   442071674  -818147112 -6832438787-54992037918-53199209914  2816186775      0      0      0    0 LA 
 7005511091184000   276538028  -976911041 -6820263987-55353350079-52633588388  5299620351      0      0      0    0 LA 
 7005511121184000   110014145 -1133890164 -6800646753-55652093062-52009490298  7777365740      0      0      0    0 LA 
 7005511151184000   -57311375 -1288910442 -6773608146-55887683310-51327853583 10246758192      0      0      0    0 LA 
 7005511181184000  -225248288 -1441800746 -6739177216-56059608602-50589679229 12705138624      0      0      0    0 WA 
 7005511211184000  -393604920 -1592393041 -6697390975-56167428898-49796029962 15149858991      0      0      0    0 WA 
 7005511241184000  -562188385 -1740522571 -6648294357-56210775159-48948028130 17578285005      0      0      0    0 WA 
 7005511271184000  -730804797 -1886028036 -6591940179-56189350162-48046855042 19987797365      0      0      0    0 WA 
 7005511301184000  -899259488 -2028751768 -6528389088-56102930271-47093750100 22375795093      0      0      0    0 WA 
 7005511331184000 -1067357231 -2168539898 -6457709502-55951365654-46090008342 24739699561      0      0   1000    0 WA 
 7005511361184000 -1234902458 -2305242527 -6379977539-55734579471-45036977467 27076956409      0      0   1000    0 WA 
 7005511391184000 -1401699481 -2438713872 -6295276942-55452568328-43936056676 29385036114      0      0   1000    0 WA 
 7005511421184000 -1567552712 -2568812426 -6203699003-55105403710-42788696291 31661436453      0      0   1000    0 WA 
 7005511451184000 -1732266894 -2695401108 -6105342475-54693232472-41596396020 33903685914      0      0   1000    0 WA 
 7005511481184000 -1895647320 -2818347407 -6000313478-54216276677-40360702794 36109346104      0      0   1000    0 WA 
 7005511511184000 -2057500064 -2937523523 -5888725393-53674833656-39083209194 38276013465      0      0   1000    0 WA 
 7005511541184000 -2217632205 -3052806498 -5770698758-53069276754-37765552390 40401321280      0      0   1000    0 WA 
 7005511571184000 -2375852058 -3164078353 -5646361153-52400056178-36409412812 42482942615      0      0   1000    0 WA 
 7005511601184000 -2531969404 -3271226213 -5515847074-51667699494-35016512412 44518593765      0      0   2000    0 WA 
 7005511631184000 -2685795721 -3374142426 -5379297799-50872811418-33588612310 46506037940      0      0   2000    0 WA 
 7005511661184000 -2837144419 -3472724683 -5236861242-50016072790-32127509871 48443088077      0      0   2000    0 WA 
 7005511691184000 -2985831061 -3566876114 -5088691802-49098239676-30635036320 50327608459      0      0   2000    0 WA 
 7005511721184000 -3131673591 -3656505392 -4934950205-48120143113-29113055121 52157516750      0      0   2000    0 WA 
 7005511751184000 -3274492559 -3741526829 -4775803342-47082688727-27563460049 53930786526      0      0   2000    0 WA 
 7005511781184000 -3414111343 -3821860460 -4611424095-45986856045-25988172855 55645449639      0      0   2000    0 WA 
 7005511811184000 -3550356368 -3897432121 -4441991161-44833697860-24389141008 57299598411      0      0   2000    0 WA 
 7005511841184000 -3683057328 -3968173531 -4267688866-43624339606-22768335506 58891387767      0      0   2000    0 WA 
 7005511871184000 -3812047400 -4034022352 -4088706976-42359978701-21127748717 60419037478      0      0   2000    0 WA 
 7005511901184000 -3937163464 -4094922253 -3905240496-41041883853-19469392150 61880834550      0      0   2000    0 WA 
 7005511931184000 -4058246306 -4150822963 -3717489467-39671394089-17795294033 63275135908      0      0   3000    0 WA 
 7005511961184000 -4175140839 -4201680318 -3525658749-38249917179-16107496645 64600370824      0      0   3000    0 WA 
 7005511991184000 -4287696295 -4247456297 -3329957807-36778927969-14408053815 65855042793      0      0   3000    0 WA 
 7005512021184000 -4395766433 -4288119058 -3130600479-35259966961-12699028395 67037731475      0      0   3000    0 WA 
 7005512051184000 -4499209727 -4323642954 -2927804747-33694638809-10982489404 68147094525      0      0   3000    0 WA 
 7005512081184000 -4597889564 -4354008553 -2721792503-32084610872 -9260509384 69181869061      0      0   3000    0 WA 
 7005512111184000 -4691674420 -4379202643 -2512789305-30431611777 -7535162097 70140873284      0      0   3000    0 WA 
 7005512141184000 -4780438049 -4399218231 -2301024135-28737429631 -5808520182 71023008476      0      0   3000    0 WA 
 7005512171184000 -4864059658 -4414054539 -2086729140-27003909763 -4082652471 71827260828      0      0   3000    0 WA 
 7005512201184000 -4942424069 -4423716983 -1870139383-25232952420 -2359621358 72552702840      0      0   3000    0 WA 
 7005512231184000 -5015421886 -4428217157 -1651492576-23426510501  -641480173 73198494734      0      0   3000    0 WA 
 7005512261184000 -5082949649 -4427572796 -1431028819-21586587338  1069729773 73763885418      0      0   3000    0 WA 
 7005512291184000 -5144909979 -4421807737 -1208990330-19715234847  2771981854 74248212986      0      0   3000    0 WA 
 7005512321184000 -5201211726 -4410951873  -985621179-17814551768  4463266143 74650905723      0      0   3000    0 WA 
 7005512351184000 -5251770101 -4395041100  -761167013-15886681193  6141591557 74971483956      0      0   3000    0 WA 
 7005512381184000 -5296506808 -4374117253  -535874779-13933807213  7804988839 75209561471      0      0   3000    0 WA 
 7005512411184000 -5335350162 -4348228040  -309992441-11958151790  9451513458 75364845688      0      0   3000    0 WA 
 7005512441184000 -5368235194 -4317426963   -83768700 -9961972371 11079247856 75437137831      0      0   3000    0 WA 
 7005512471184000 -5395103761 -4281773232   142547287 -7947559375 12686303805 75426333723      0      0   3000    0 WA 
 7005512501184000 -5415904636 -4241331676   368706194 -5917233131 14270825091 75332424397      0      0   3000    0 WA 
 7005512531184000 -5430593593 -4196172639   594458811 -3873340730 15830990247 75155496220      0      0   3000    0 WA 
 7005512561184000 -5439133484 -4146371876   819556331 -1818252688 17365015164 74895730726      0      0   3000    0 WA 
 7005512591184000 -5441494304 -4092010434  1043750631   245640431 18871155406 74553403840      0      0   3000    0 WA 
 7005512621184000 -5437653244 -4033174533  1266794559  2315930678 20347708081 74128884991      0      0   3000    0 WA 
 7005512651184000 -5427594745 -3969955434  1488442209  4390195163 21793013791 73622636874      0      0   3000    0 WA 
 7005512681184000 -5411310533 -3902449312  1708449204  6465999084 23205458820 73035215392      0      0   3000    0 WA 
 7005512711184000 -5388799654 -3830757110  1926572973  8540899437 24583477348 72367269088      0      0   3000    0 WA 
 7005512741184000 -5360068488 -3754984393  2142573030 10612448614 25925553217 71619537693      0      0   3000    0 WA 
 7005512771184000 -5325130763 -3675241200  2356211241 12678197132 27230221220 70792850758      0      0   3000    0 WA 
 7005512801184000 -5284007554 -3591641888  2567252095 14735696346 28496068745 69888126972      0      0   3000    0 WA 
 7005512831184000 -5236727279 -3504304968  2775462970 16782501569 29721737625 68906373120      0      0   3000    0 WA 
 7005512861184000 -5183325677 -3413352944  2980614394 18816174921 30905925705 67848682864      0      0   3000    0 WA 
 7005512891184000 -5123845790 -3318912141  3182480307 20834288298 32047388417 66716235792      0      0   3000    0 WA 
 7005512921184000 -5058337923 -3221112527  3380838314 22834426769 33144940380 65510296240      0      0   3000    0 WA 
 7005512951184000 -4986859603 -3120087536  3575469937 24814192299 34197456972 64232211697      0      0   3000    0 WA 
 7005512981184000 -4909475520 -3015973885  3766160864 26771207553 35203875729 62883410314      0      0   3000    0 WA 
 7005513011184000 -4826257462 -2908911381  3952701185 28703118685 36163197226 61465398014      0      0   3000    0 WA 
 7005513041184000 -4737284241 -2799042737  4134885621 30607597498 37074485771 59979756316      0      0   3000    0 WA 
 7005513071184000 -4642641611 -2686513373  4312513747 32482344004 37936870014 58428140377      0      0   2000    0 WA 
 7005513101184000 -4542422180 -2571471230  4485390213 34325088974 38749543382 56812276919      0      0   2000    0 WA 
 7005513131184000 -4436725316 -2454066567  4653324955 36133596384 39511764552 55133962552      0      0   2000    0 WA 
 7005513161184000 -4325657040 -2334451772  4816133400 37905666399 40222858257 53395061953      0      0   2000    0 WA 
 7005513191184000 -4209329917 -2212781156  4973636668 39639138188 40882215775 51597505120      0      0   2000    0 WA 
 7005513221184000 -4087862931 -2089210758  5125661765 41331891894 41489294823 49743284924      0      0   2000    0 WA 
