DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_067_22_00_2019_068_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70055 79251184000  70065 43281184000
INIREV 48321
OBSINF SLR n = 16
OBSINF GPC n = 11723
OBSINF GPP n = 11723
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 8 11 12 mm, 20 19 21 mu/s
 7006518561184000    35535421   924039711  6815169333 74800554512 17022374556 -2689543199      0      0      0    0 WD 
 7006518591184000   259987118   974102089  6803354883 74819802982 16349491980 -5186038347      0      0      0    0 WD 
 7006518621184000   484369560  1022118904  6784058774 74754375755 15658850715 -7676862221      0      0      0    0 WD 
 7006518651184000   708428686  1068038557  6757302102 74604265459 14951573160-10159294542      0      0      0    0 WD 
 7006518681184000   931910555  1111812846  6723114110 74369559836 14228799271-12630623867      0      0      0    0 WD 
 7006518711184000  1154561631  1153397011  6681532162 74050442441 13491684660-15088149912      0      0      0    0 WD 
 7006518741184000  1376129074  1192749782  6632601700 73647192539 12741399069-17529186803      0      0      0    0 WD 
 7006518771184000  1596361024  1229833417  6576376200 73160184314 11979125241-19951065608      0      0      0    0 WD 
 7006518801184000  1815006887  1264613739  6512917115 72589886744 11206057334-22351136755      0      0      0    0 WD 
 7006518831184000  2031817616  1297060170  6442293816 71936863144 10423398870-24726772394      0      0  -1000    0 LD 
 7006518861184000  2246545995  1327145753  6364583522 71201771395  9632361276-27075367875      0      0  -1000    0 LD 
 7006518891184000  2458946927  1354847177  6279871228 70385365579  8834162604-29394345103      0      0  -1000    0 LD 
 7006518921184000  2668777721  1380144790  6188249617 69488495384  8030025396-31681157917      0      0  -1000    0 LD 
 7006518951184000  2875798374  1403022615  6089818957 68512103285  7221174521-33933295346      0      0  -1000    0 LD 
 7006518981184000  3079771849  1423468350  5984686996 67457223027  6408835697-36148283261      0      0  -1000    0 LD 
 7006519011184000  3280464345  1441473367  5872968843 66324978636  5594234089-38323686857      0      0  -1000    0 WD 
 7006519041184000  3477645567  1457032714  5754786854 65116582991  4778592495-40457112759      0      0  -1000    0 LD 
 7006519071184000  3671088990  1470145101  5630270496 63833337073  3963129754-42546210592      0      0  -1000    0 LD 
 7006519101184000  3860572125  1480812885  5499556225 62476629705  3149059426-44588675573      0      0  -2000    0 LD 
 7006519131184000  4045876779  1489042057  5362787333 61047936055  2337587937-46582251760      0      0  -2000    0 LD 
 7006519161184000  4226789312  1494842210  5220113810 59548815539  1529913113-48524733499      0      0  -2000    0 LD 
 7006519191184000  4403100887  1498226521  5071692183 57980912303   727223178-50413966818      0      0  -2000    0 LD 
 7006519221184000  4574607729  1499211711  4917685357 56345955384   -69305438-52247853911      0      0  -2000    0 LD 
 7006519251184000  4741111374  1497818012  4758262445 54645756113  -858510926-54024357253      0      0  -2000    0 LD 
 7006519281184000  4902418912  1494069114  4593598574 52882205379 -1639248525-55741502390      0      0  -2000    0 WD 
 7006519311184000  5058343220  1487992116  4423874700 51057270726 -2410390938-57397380431      0      0  -2000    0 LD 
 7006519341184000  5208703192  1479617474  4249277402 49172994186 -3170827703-58990150792      0      0  -2000    0 WD 
 7006519371184000  5353323954  1468978948  4069998675 47231488876 -3919466861-60518043973      0      0  -2000    0 WD 
 7006519401184000  5492037075  1456113542  3886235716 45234935469 -4655237955-61979361713      0      0  -2000    0 WD 
 7006519431184000  5624680764  1441061436  3698190709 43185581298 -5377094947-63372477750      0      0  -3000    0 LD 
 7006519461184000  5751100072  1423865907  3506070605 41085738423 -6084018181-64695840270      0      0  -3000    0 LD 
 7006519491184000  5871147078  1404573254  3310086899 38937781276 -6775015148-65947973536      0      0  -3000    0 LD 
 7006519521184000  5984681078  1383232708  3110455393 36744144731 -7449121407-67127480171      0      0  -3000    0 LD 
 7006519551184000  6091568757  1359896352  2907395964 34507320639 -8105401458-68233043852      0      0  -3000    0 LD 
 7006519581184000  6191684358  1334619032  2701132310 32229854430 -8742949252-69263430761      0      0  -3000    0 LD 
 7006519611184000  6284909837  1307458266  2491891708 29914343136 -9360889490-70217491640      0      0  -3000    0 LD 
 7006519641184000  6371135015  1278474147  2279904751 27563431980 -9958379750-71094164590      0      0  -3000    0 LD 
 7006519671184000  6450257717  1247729246  2065405085 25179809986-10534611970-71892475886      0      0  -3000    0 LD 
 7006519701184000  6522183893  1215288507  1848629145 22766206652-11088813480-72611540668      0      0  -3000    0 LD 
 7006519731184000  6586827740  1181219133  1629815886 20325387918-11620248429-73250563978      0      0  -3000    0 LD 
 7006519761184000  6644111803  1145590482  1409206511 17860152568-12128218870-73808840264      0      0  -3000    0 LD 
 7006519791184000  6693967068  1108473946  1187044210 15373330542-12612064925-74285753595      0      0  -3000    0 LD 
 7006519821184000  6736333057  1069942839   963573880 12867780807-13071165175-74680779829      0      0  -3000    0 LD 
 7006519851184000  6771157909  1030072283   739041851 10346387548-13504937983-74993488775      0      0  -3000    0 LD 
 7006519881184000  6798398444   988939081   513695603  7812055762-13912843066-75223545652      0      0  -3000    0 LD 
 7006519911184000  6818020225   946621592   287783472  5267706031-14294382464-75370711749      0      0  -3000    0 WD 
 7006519941184000  6829997593   903199608    61554370  2716269313-14649100774-75434842993      0      0  -3000    0 WD 
 7006519971184000  6834313693   858754223  -164742497   160684624-14976585091-75415888272      0      0  -3000    0 WD 
 7006520001184000  6830960497   813367704  -390857914 -2396103125-15276465231-75313890932      0      0  -3000    0 WD 
 7006520031184000  6819938816   767123364  -616542936 -4951148564-15548414611-75128989832      0      0  -3000    0 WD 
 7006520061184000  6801258290   720105430  -841549178 -7501510539-15792151216-74861417268      0      0  -3000    0 WD 
 7006520091184000  6774937372   672398908 -1065629089-10044254287-16007438067-74511497578      0      0  -3000    0 WD 
 7006520121184000  6741003308   624089445 -1288536230-12576454016-16194083350-74079647310      0      0  -3000    0 WD 
 7006520151184000  6699492105   575263197 -1510025549-15095196473-16351940469-73566375485      0      0  -3000    0 WD 
 7006520181184000  6650448484   526006693 -1729853660-17597585286-16480907778-72972283344      0      0  -3000    0 WD 
 7006520211184000  6593925823   476406699 -1947779118-20080745285-16580928147-72298063136      0      0  -3000    0 WD 
 7006520241184000  6529986092   426550086 -2163562689-22541826005-16651988787-71544496445      0      0  -3000    0 WD 
 7006520271184000  6458699770   376523696 -2376967617-24978004678-16694121416-70712452793      0      0  -3000    0 WD 
 7006520301184000  6380145759   326414210 -2587759882-27386489185-16707402425-69802888584      0      0  -3000    0 WD 
 7006520331184000  6294411289   276308013 -2795708467-29764521302-16691952736-68816846239      0      0  -3000    0 WD 
 7006520361184000  6201591806   226291061 -3000585606-32109380473-16647937343-67755453083      0      0  -3000    0 WD 
 7006520391184000  6101790859   176448748 -3202167043-34418387616-16575564602-66619919615      0      0  -3000    0 WD 
 7006520421184000  5995119968   126865781 -3400232273-36688908340-16475085512-65411537510      0      0  -3000    0 WD 
 7006520451184000  5881698484    77626050 -3594564787-38918355888-16346793254-64131677837      0      0  -3000    0 WD 
 7006520481184000  5761653444    28812501 -3784952308-41104194399-16191022771-62781789163      0      0  -3000    0 WD 
 7006520511184000  5635119410   -19492983 -3971187015-43243942162-16008150041-61363395175      0      0  -3000    0 WD 
 7006520541184000  5502238308   -67209712 -4153065768-45335174371-15798591211-59878091980      0      0  -3000    0 WD 
 7006520571184000  5363159248  -114258299 -4330390321-47375525179-15562801640-58327545413      0      0  -2000    0 WD 
 7006520601184000  5218038346  -160560783 -4502967528-49362689197-15301274847-56713489086      0      0  -2000    0 WD 
 7006520631184000  5067038545  -206040740 -4670609544-51294423375-15014541691-55037723162      0      0  -2000    0 WD 
 7006520661184000  4910329416  -250623393 -4833134021-53168549748-14703169753-53302112934      0      0  -2000    0 WD 
 7006520691184000  4748086966  -294235722 -4990364303-54982958433-14367762416-51508586468      0      0  -2000    0 WD 
 7006520721184000  4580493425  -336806569 -5142129609-56735609944-14008957662-49659131623      0      0  -2000    0 WD 
 7006520751184000  4407737034  -378266741 -5288265208-58424536639-13627426958-47755793482      0      0  -2000    0 WD 
 7006520781184000  4230011827  -418549108 -5428612586-60047844200-13223874526-45800672699      0      0  -2000    0 WD 
 7006520811184000  4047517409  -457588702 -5563019614-61603714163-12799036688-43795923806      0      0  -2000    0 WD 
 7006520841184000  3860458722  -495322809 -5691340704-63090406728-12353680631-41743752337      0      0  -2000    0 WD 
 7006520871184000  3669045808  -531691063 -5813436957-64506262698-11888602681-39646411554      0      0  -2000    0 WD 
 7006520901184000  3473493562  -566635526 -5929176301-65849704933-11404626466-37506199304      0      0  -1000    0 WD 
 7006520931184000  3274021489  -600100772 -6038433620-67119239174-10902601141-35325454971      0      0  -1000    0 WD 
 7006520961184000  3070853449  -632033957 -6141090876-68313454787-10383400263-33106557202      0      0  -1000    0 WD 
 7006520991184000  2864217407  -662384894 -6237037224-69431026022 -9847921083-30851921502      0      0  -1000    0 WD 
 7006521021184000  2654345180  -691106124 -6326169116-70470712829 -9297083356-28563997666      0      0  -1000    0 WD 
 7006521051184000  2441472171  -718152976 -6408390403-71431361493 -8731827870-26245267714      0      0  -1000    0 WD 
 7006521081184000  2225837118  -743483633 -6483612427-72311905557 -8153115376-23898243904      0      0  -1000    0 WD 
 7006521111184000  2007681823  -767059190 -6551754112-73111367284 -7561925747-21525466621      0      0  -1000    0 WD 
 7006521141184000  1787250888  -788843708 -6612742038-73828859158 -6959256629-19129501562      0      0  -1000    0 WD 
 7006521171184000  1564791438  -808804264 -6666510521-74463584336 -6346121455-16712937074      0      0      0    0 WD 
 7006521201184000  1340552856  -826910997 -6713001670-75014837653 -5723547014-14278382329      0      0      0    0 WD 
 7006521231184000  1114786499  -843137144 -6752165451-75482007560 -5092571296-11828463867      0      0      0    0 WD 
 7006521261184000   887745416  -857459071 -6783959729-75864575862 -4454242533 -9365821059      0      0      0    0 LD 
 7006521291184000   659684075  -869856304 -6808350303-76162116311 -3809618807 -6893103850      0      0      0    0 LD 
 7006521321184000   430858083  -880311556 -6825310936-76374294889 -3159766943 -4412971199      0      0      0    0 LD 
 7006521351184000   201523912  -888810751 -6834823380-76500869943 -2505760413 -1928088667      0      0      0    0 LD 
 7006521381184000   -28061380  -895343042 -6836877389-76541691620 -1848677543   558872661      0      0      0    0 LA 
 7006521411184000  -257640425  -899900822 -6831470741-76496703694 -1189600632  3045236841      0      0      0    0 LA 
 7006521441184000  -486955830  -902479737 -6818609242-76365946420  -529614694  5528327391      0      0      0    0 WA 
 7006521471184000  -715750467  -903078687 -6798306722-76149555460   130194889  8005472990      0      0      0    0 WA 
 7006521501184000  -943767754  -901699827 -6770585013-75847759061   788744492 10474009516      0      0      0    0 WA 
 7006521531184000 -1170751933  -898348560 -6735473931-75460877844  1444953473 12931280275      0      0      0    0 LA 
 7006521561184000 -1396448348  -893033524 -6693011245-74989326607  2097745022 15374638156      0      0      0    0 LA 
 7006521591184000 -1620603729  -885766580 -6643242648-74433615001  2746047235 17801450574      0      0      0    0 WA 
 7006521621184000 -1842966477  -876562796 -6586221701-73794344878  3388794802 20209103955      0      0      0    0 WA 
 7006521651184000 -2063286928  -865440423 -6522009778-73072207338  4024930949 22595004498      0      0      0    0 WA 
 7006521681184000 -2281317630  -852420868 -6450676002-72267982675  4653409035 24956578063      0      0   1000    0 WA 
 7006521711184000 -2496813605  -837528662 -6372297190-71382541267  5273193818 27291272076      0      0   1000    0 WA 
 7006521741184000 -2709532619  -820791422 -6286957778-70416843572  5883262706 29596558276      0      0   1000    0 WA 
 7006521771184000 -2919235457  -802239811 -6194749750-69371939862  6482606987 31869935265      0      0   1000    0 WA 
 7006521801184000 -3125686189  -781907498 -6095772549-68248970328  7070233265 34108931294      0      0   1000    0 WA 
 7006521831184000 -3328652440  -759831107 -5990132983-67049164875  7645165216 36311108064      0      0   1000    0 WA 
 7006521861184000 -3527905657  -736050160 -5877945122-65773841225  8206445373 38474064775      0      0   1000    0 WA 
 7006521891184000 -3723221369  -710607024 -5759330176-64424402175  8753136612 40595440622      0      0   1000    0 WA 
 7006521921184000 -3914379438  -683546845 -5634416380-63002333856  9284323311 42672916194      0      0   2000    0 WA 
 7006521951184000 -4101164309  -654917482 -5503338857-61509204873  9799112444 44704215351      0      0   2000    0 WA 
 7006521981184000 -4283365254  -624769438 -5366239496-59946665284 10296634860 46687107697      0      0   2000    0 WA 
 7006522011184000 -4460776618  -593155785 -5223266802-58316445320 10776046596 48619411178      0      0   2000    0 WA 
 7006522041184000 -4633198052  -560132088 -5074575750-56620353832 11236530079 50498995000      0      0   2000    0 WA 
 7006522071184000 -4800434752  -525756324 -4920327630-54860275905 11677295349 52323782186      0      0   2000    0 WA 
 7006522101184000 -4962297678  -490088796 -4760689878-53038170811 12097581111 54091750510      0      0   2000    0 WA 
 7006522131184000 -5118603781  -453192049 -4595835914-51156072294 12496655704 55800933935      0      0   2000    0 WA 
 7006522161184000 -5269176224  -415130774 -4425944966-49216087982 12873818795 57449427391      0      0   2000    0 WA 
 7006522191184000 -5413844598  -375971716 -4251201882-47220395122 13228403106 59035390784      0      0   2000    0 WA 
 7006522221184000 -5552445127  -335783569 -4071796928-45171237264 13559775679 60557049972      0      0   2000    0 WA 
 7006522251184000 -5684820862  -294636872 -3887925595-43070922332 13867339441 62012698913      0      0   2000    0 WA 
 7006522281184000 -5810821871  -252603903 -3699788383-40921818972 14150533784 63400702352      0      0   3000    0 WA 
 7006522311184000 -5930305412  -209758565 -3507590592-38726353561 14408833571 64719496967      0      0   3000    0 WA 
 7006522341184000 -6043136112  -166176287 -3311542103-36487009336 14641749206 65967592237      0      0   3000    0 WA 
 7006522371184000 -6149186127  -121933907 -3111857156-34206325562 14848829064 67143572488      0      0   3000    0 WA 
 7006522401184000 -6248335316   -77109561 -2908754123-31886894469 15029661968 68246100102      0      0   3000    0 WA 
 7006522431184000 -6340471386   -31782553 -2702455268-29531356762 15183878136 69273917850      0      0   3000    0 WA 
 7006522461184000 -6425490034    13966762 -2493186504-27142397932 15311149575 70225850339      0      0   3000    0 WA 
 7006522491184000 -6503295078    60057112 -2281177146-24722744951 15411190269 71100805603      0      0   3000    0 WA 
 7006522521184000 -6573798574   106406427 -2066659658-22275163310 15483755584 71897776325      0      0   3000    0 WA 
 7006522551184000 -6636920930   152931965 -1849869397-19802455267 15528642307 72615841167      0      0   3000    0 WA 
 7006522581184000 -6692591015   199550440 -1631044352-17307457292 15545689937 73254167421      0      0   3000    0 WA 
 7006522611184000 -6740746249   246178148 -1410424875-14793035395 15534781536 73812013635      0      0   3000    0 WA 
 7006522641184000 -6781332692   292731099 -1188253402-12262079603 15495844074 74288731100      0      0   3000    0 WA 
 7006522671184000 -6814305101   339125153  -964774177 -9717498445 15428848633 74683763345      0      0   3000    0 WA 
 7006522701184000 -6839626981   385276146  -740232977 -7162216019 15333810236 74996644455      0      0   3000    0 WA 
 7006522731184000 -6857270634   431100029  -514876840 -4599170422 15210787898 75226999491      0      0   3000    0 WA 
 7006522761184000 -6867217189   476512991  -288953791 -2031310562 15059884907 75374545903      0      0   3000    0 WA 
 7006522791184000 -6869456639   521431603   -62712565   538407377 14881248808 75439094238      0      0   3000    0 WA 
 7006522821184000 -6863987847   565772941   163597677  3107023329 14675071182 75420548953      0      0   3000    0 WA 
 7006522851184000 -6850818561   609454723   389727631  5671577204 14441587310 75318909193      0      0   3000    0 WA 
 7006522881184000 -6829965402   652395436   615428129  8229113114 14181075852 75134269033      0      0   3000    0 WA 
 7006522911184000 -6801453848   694514471   840450430 10776683376 13893858571 74866817039      0      0   3000    0 WA 
 7006522941184000 -6765318204   735732245  1064546499 13311351818 13580299981 74516835816      0      0   3000    0 WA 
 7006522971184000 -6721601561   775970335  1287469289 15830197159 13240806928 74084702220      0      0   3000    0 WA 
 7006523001184000 -6670355747   815151599  1508973028 18330317177 12875828038 73570887537      0      0   3000    0 WA 
 7006523031184000 -6611641263   853200305  1728813495 20808833346 12485853069 72975956760      0      0   3000    0 WA 
 7006523061184000 -6545527203   890042250  1946748306 23262894708 12071412216 72300566826      0      0   3000    0 WA 
 7006523091184000 -6472091172   925604881  2162537182 25689680278 11633075260 71545465372      0      0   3000    0 WA 
 7006523121184000 -6391419186   959817413  2375942223 28086401980 11171450831 70711490955      0      0   3000    0 WA 
 7006523151184000 -6303605575   992610944  2586728181 30450309332 10687185573 69799572618      0      0   3000    0 WA 
 7006523181184000 -6208752855  1023918568  2794662729 32778693734 10180963082 68810727930      0      0   3000    0 WA 
 7006523211184000 -6106971601  1053675484  2999516723 35068891710  9653502755 67746060857      0      0   3000    0 WA 
 7006523241184000 -5998380308  1081819100  3201064457 37318287668  9105558612 66606759639      0      0   3000    0 WA 
 7006523271184000 -5883105244  1108289138  3399083915 39524316055  8537918405 65394095222      0      0   3000    0 WA 
 7006523301184000 -5761280294  1133027734  3593357016 41684464116  7951402843 64109420589      0      0   3000    0 WA 
 7006523331184000 -5633046798  1155979532  3783669859 43796275712  7346864426 62754169392      0      0   3000    0 WA 
 7006523361184000 -5498553375  1177091779  3969812965 45857354567  6725185947 61329853502      0      0   3000    0 WA 
 7006523391184000 -5357955740  1196314418  4151581501 47865366640  6087278943 59838060892      0      0   3000    0 WA 
 7006523421184000 -5211416513  1213600162  4328775513 49818042803  5434082094 58280453808      0      0   2000    0 WA 
 7006523451184000 -5059105023  1228904584  4501200141 51713181548  4766559802 56658766211      0      0   2000    0 WA 
 7006523481184000 -4901197096  1242186184  4668665831 53548650803  4085701191 54974801277      0      0   2000    0 WA 
 7006523511184000 -4737874850  1253406467  4830988540 55322389899  3392518904 53230429748      0      0   2000    0 WA 
 7006523541184000 -4569326476  1262530008  4987989937 57032412029  2688047366 51427587810      0      0   2000    0 WA 
 7006523571184000 -4395746009  1269524516  5139497594 58676805961  1973341230 49568274830      0      0   2000    0 WA 
 7006523601184000 -4217333105  1274360894  5285345174 60253738022  1249474542 47654552088      0      0   2000    0 WA 
 7006523631184000 -4034292798  1277013294  5425372616 61761456034   517539705 45688540520      0      0   2000    0 WA 
 7006523661184000 -3846835253  1277459171  5559426302 63198291774  -221355822 43672415414      0      0   2000    0 LA 
 7006523691184000 -3655175519  1275679318  5687359220 64562658703  -966092778 41608403786      0      0   2000    0 LA 
 7006523721184000 -3459533277  1271657904  5809031117 65853052818 -1715539325 39498786519      0      0   2000    0 LA 
 7006523751184000 -3260132593  1265382517  5924308664 67068059018 -2468550469 37345895817      0      0   1000    0 WA 
 7006523781184000 -3057201638  1256844192  6033065594 68206353446 -3223970993 35152108082      0      0   1000    0 LA 
 7006523811184000 -2850972421  1246037444  6135182832 69266701799 -3980638341 32919840719      0      0   1000    0 LA 
 7006523841184000 -2641680520  1232960283  6230548615 70247960297 -4737384022 30651551460      0      0   1000    0 LA 
 7006523871184000 -2429564803  1217614234  6319058612 71149077958 -5493035172 28349735229      0      0   1000    0 LA 
 7006523901184000 -2214867154  1200004342  6400616027 71969096858 -6246416469 26016920509      0      0   1000    0 LA 
 7006523931184000 -1997832189  1180139181  6475131696 72707152280 -6996351751 23655667042      0      0   1000    0 LA 
 7006523961184000 -1778706978  1158030853  6542524178 73362473442 -7741665467 21268563092      0      0   1000    0 WA 
 7006523991184000 -1557740762  1133694984  6602719837 73934383643 -8481184027 18858222523      0      0   1000    0 LA 
 7006524021184000 -1335184673  1107150715  6655652913 74422300273 -9213737100 16427282710      0      0      0    0 LA 
 7006524051184000 -1111291445  1078420692  6701265592 74825735718 -9938159260 13978402753      0      0      0    0 WA 
 7006524081184000  -886315134  1047531049  6739508067 75144298816-10653292275 11514260586      0      0      0    0 WA 
 7006524111184000  -660510822  1014511377  6770338586 75377695034-11357987378  9037548954      0      0      0    0 WA 
 7006524141184000  -434134333   979394701  6793723495 75525725357-12051106476  6550972545      0      0      0    0 WA 
 7006524171184000  -207441943   942217441  6809637271 75588286302-12731523053  4057246456      0      0      0    0 WA 
 7006524201184000    19309906   903019379  6818062547 75565370922-13398123675  1559093651      0      0      0    0 WA 
 7006524231184000   245864893   861843614  6818990134 75457068811-14049809586  -940758434      0      0      0    0 WD 
 7006524261184000   471967114   818736519  6812419026 75263565658-14685498345 -3439580741      0      0      0    0 WD 
 7006524291184000   697361364   773747686  6798356407 74985142799-15304125657 -5934645398      0      0      0    0 WD 
 7006524321184000   921793425   726929872  6776817636 74622176700-15904646987 -8423228155      0      0      0    0 WD 
 7006524351184000  1145010350   678338934  6747826238 74175139117-16486038979-10902611104      0      0      0    0 WD 
 7006524381184000  1366760751   628033769  6711413878 73644596338-17047300900-13370086312      0      0      0    0 WD 
 7006524411184000  1586795079   576076237  6667620324 73031207581-17587456027-15822958189      0      0      0    0 WD 
 7006524441184000  1804865899   522531092  6616493414 72335724463-18105552962-18258544970      0      0      0    0 WD 
 7006524471184000  2020728172   467465903  6558089006 71558991129-18600667034-20674180908      0      0      0    0 WD 
 7006524501184000  2234139529   410950970  6492470927 70701944362-19071902175-23067219327      0      0  -1000    0 WD 
 7006524531184000  2444860551   353059235  6419710912 69765613216-19518392728-25435036837      0      0  -1000    0 WD 
 7006524561184000  2652655041   293866193  6339888524 68751117058-19939304540-27775037548      0      0  -1000    0 WD 
 7006524591184000  2857290292   233449790  6253091070 67659662923-20333835743-30084655445      0      0  -1000    0 WD 
 7006524621184000  3058537350   171890329  6159413510 66492543862-20701217871-32361355836      0      0  -1000    0 WD 
 7006524651184000  3256171266   109270366  6058958356 65251138280-21040717556-34602637078      0      0  -1000    0 WD 
 7006524681184000  3449971354    45674604  5951835573 63936909703-21351638398-36806033544      0      0  -1000    0 WD 
 7006524711184000  3639721446   -18810226  5838162466 62551405246-21633321911-38969119814      0      0  -1000    0 WD 
 7006524741184000  3825210135   -84095469  5718063549 61096252732-21885147952-41089513558      0      0  -1000    0 WD 
 7006524771184000  4006231018  -150090673  5591670417 59573158611-22106535500-43164877002      0      0  -2000    0 LD 
 7006524801184000  4182582927  -216703702  5459121610 57983906922-22296943868-45192918690      0      0  -2000    0 LD 
 7006524831184000  4354070160  -283840857  5320562470 56330358309-22455874197-47171396398      0      0  -2000    0 LD 
 7006524861184000  4520502713  -351407011  5176144987 54614448096-22582870515-49098120542      0      0  -2000    0 LD 
 7006524891184000  4681696493  -419305733  5026027636 52838184250-22677520808-50970957220      0      0  -2000    0 WD 
 7006524921184000  4837473540  -487439422  4870375207 51003644320-22739458356-52787832423      0      0  -2000    0 WD 
 7006524951184000  4987662222  -555709447  4709358618 49112969479-22768361375-54546733736      0      0  -2000    0 LD 
 7006524981184000  5132097424  -624016277  4543154735 47168363761-22763952715-56245706964      0      0  -2000    0 LD 
 7006525011184000  5270620742  -692259620  4371946199 45172097896-22726002318-57882859115      0      0  -2000    0 LD 
 7006525041184000  5403080683  -760338566  4195921228 43126506168-22654328884-59456366122      0      0  -2000    0 LD 
 7006525071184000  5529332843  -828151735  4015273401 41033980468-22548799153-60964476839      0      0  -2000    0 WD 
 7006525101184000  5649240074  -895597417  3830201442 38896964285-22409326846-62405515140      0      0  -3000    0 WD 
 7006525131184000  5762672628  -962573714  3640908989 36717948173-22235873546-63777877022      0      0  -3000    0 WD 
 7006525161184000  5869508302 -1028978688  3447604391 34499472757-22028451299-65080029512      0      0  -3000    0 LD 
 7006525191184000  5969632594 -1094710513  3250500478 32244128852-21787122487-66310518743      0      0  -3000    0 LD 
 7006525221184000  6062938838 -1159667625  3049814315 29954549179-21511997454-67467974617      0      0  -3000    0 LD 
 7006525251184000  6149328322 -1223748858  2845766955 27633403004-21203234522-68551108396      0      0  -3000    0 LD 
 7006525281184000  6228710393 -1286853600  2638583197 25283395230-20861041224-69558712713      0      0  -3000    0 LD 
 7006525311184000  6301002569 -1348881931  2428491335 22907264317-20485674619-70489664353      0      0  -3000    0 LD 
 7006525341184000  6366130624 -1409734779  2215722903 20507778384-20077441417-71342927029      0      0  -3000    0 LD 
 7006525371184000  6424028676 -1469314067  2000512412 18087730486-19636697272-72117552738      0      0  -3000    0 LD 
 7006525401184000  6474639258 -1527522854  1783097086 15649935128-19163845846-72812681593      0      0  -3000    0 LD 
 7006525431184000  6517913373 -1584265485  1563716594 13197226155-18659339188-73427542325      0      0  -3000    0 LD 
 7006525461184000  6553810551 -1639447733  1342612784 10732453862-18123678233-73961454128      0      0  -3000    0 LD 
 7006525491184000  6582298896 -1692976948  1120029410  8258481394-17557412544-74413828173      0      0  -3000    0 WD 
 7006525521184000  6603355112 -1744762200   896211851  5778181227-16961139765-74784169719      0      0  -3000    0 WD 
 7006525551184000  6616964531 -1794714422   671406826  3294429202-16335503755-75072080284      0      0  -3000    0 WD 
 7006525581184000  6623121109 -1842746545   445862107   810099032-15681191832-75277256188      0      0  -3000    0 WD 
 7006525611184000  6621827417 -1888773626   219826237 -1671939925-14998933896-75399486740      0      0  -3000    0 WD 
 7006525641184000  6613094624 -1932712974    -6451747 -4148825090-14289502775-75438653781      0      0  -3000    0 WD 
 7006525671184000  6596942475 -1974484284  -232722594 -6617702499-13553714476-75394732095      0      0  -3000    0 WD 
 7006525701184000  6573399259 -2014009761  -458737118 -9075730385-12792427599-75267791995      0      0  -3000    0 WD 
 7006525731184000  6542501766 -2051214249  -684246490-11520085114-12006541469-75057999570      0      0  -3000    0 WD 
 7006525761184000  6504295224 -2086025347  -909002520-13947964951-11196994477-74765614985      0      0  -3000    0 WD 
 7006525791184000  6458833229 -2118373530 -1132757938-16356592998-10364762784-74390991866      0      0  -3000    0 WD 
 7006525821184000  6406177667 -2148192251 -1355266676-18743220614 -9510858972-73934576854      0      0  -3000    0 WD 
 7006525851184000  6346398624 -2175418058 -1576284144-21105131124 -8636330558-73396908892      0      0  -3000    0 WD 
 7006525881184000  6279574280 -2199990689 -1795567504-23439643295 -7742258506-72778617819      0      0  -3000    0 WD 
 7006525911184000  6205790807 -2221853177 -2012875944-25744113989 -6829755964-72080423143      0      0  -3000    0 WD 
 7006525941184000  6125142242 -2240951938 -2227970945-28015941000 -5899966988-71303133639      0      0  -3000    0 WD 
 7006525971184000  6037730363 -2257236865 -2440616545-30252566940 -4954064802-70447646555      0      0  -3000    0 WD 
 7006526001184000  5943664552 -2270661413 -2650579607-32451482738 -3993249855-69514945376      0      0  -3000    0 WD 
 7006526031184000  5843061638 -2281182677 -2857630068-34610229644 -3018748391-68506097623      0      0  -3000    0 WD 
 7006526061184000  5736045751 -2288761467 -3061541194-36726401068 -2031811191-67422253921      0      0  -3000    0 WD 
 7006526091184000  5622748160 -2293362381 -3262089826-38797645417 -1033711869-66264647350      0      0  -3000    0 WD 
 7006526121184000  5503307101 -2294953870 -3459056627-40821669412   -25744868-65034591854      0      0  -3000    0 WD 
 7006526151184000  5377867599 -2293508296 -3652226318-42796240728   990776338-63733479998      0      0  -3000    0 WD 
 7006526181184000  5246581281 -2289001988 -3841387917-44719190211  2014520823-62362781149      0      0  -3000    0 WD 
 7006526211184000  5109606185 -2281415294 -4026334960-46588414265  3044141793-60924039728      0      0  -3000    0 WD 
 7006526241184000  4967106559 -2270732621 -4206865728-48401877256  4078278309-59418873393      0      0  -3000    0 WD 
 7006526271184000  4819252650 -2256942481 -4382783462-50157614115  5115557234-57848970971      0      0  -2000    0 WD 
 7006526301184000  4666220495 -2240037519 -4553896573-51853732679  6154595214-56216089777      0      0  -2000    0 WD 
 7006526331184000  4508191692 -2220014542 -4720018843-53488415474  7194000520-54522052933      0      0  -2000    0 WD 
 7006526361184000  4345353182 -2196874546 -4880969619-55059921196  8232374889-52768746908      0      0  -2000    0 WD 
 7006526391184000  4177897008 -2170622727 -5036574001-56566586228  9268315337-50958119174      0      0  -2000    0 WD 
 7006526421184000  4006020092 -2141268494 -5186663017-58006826107 10300415978-49092175533      0      0  -2000    0 WD 
